timestamp,user,type,amount,location,location_norm,device,fields_found,dt,amount_value,currency,hour,weekday,day_of_month,month,time_diff_hours,is_new_device,is_new_location,user_amount_median,user_amount_std,amount_z_user,anomaly_score,anomaly_label,anomaly_status,explanation
2025-06-14 09:10:44 ,user1012,debit,$18.02,London ,london,Pixel 6,,2025-06-14 09:10:44,18.02,USD,9,5,14,6,8.5,1,1,1502.37,1705.33,-0.87,1.229775152501866,1,Anomaly,Unusual text pattern detected
2025-07-07 11:32:47 ,user1013,debit,$1812.62,None ,none,Pixel 6,,2025-07-07 11:32:47,1812.62,USD,11,0,7,7,2.08,0,1,2090.59,1488.31,-0.19,1.1810998928516157,1,Anomaly,Unusual text pattern detected
2025-07-01 09:15:57 ,user1014,refund,€2955.92,Leeds ,leeds,Nokia 3310,,2025-07-01 09:15:57,2955.92,EUR,9,1,1,7,0.57,1,1,2102.23,1611.26,0.53,1.3157367570339686,1,Anomaly,Unusual text pattern detected
2025-06-02 01:01:20 ,user1017,transfer,$1367.08,Birmingham ,birmingham,Huawei P30,,2025-06-02 01:01:20,1367.08,USD,1,0,2,6,8.97,1,1,2051.9,1588.72,-0.43,1.1765727580191327,1,Anomaly,Unusual text pattern detected
2025-06-07 23:51:37 ,user1017,debit,£870.4,Cardiff ,cardiff,None,,2025-06-07 23:51:37,870.4,GBP,23,5,7,6,31.16,1,1,1854.32,1824.3,-0.54,1.1889178018316264,1,Anomaly,Unusual text pattern detected
2025-06-25 10:37:16 ,user1019,transfer,€4648.55,Leeds ,leeds,Huawei P30,,2025-06-25 10:37:16,4648.55,EUR,10,2,25,6,3.69,1,1,1721.9,1509.77,1.94,1.2118247141770284,1,Anomaly,Unusual text pattern detected
2025-07-01 18:22:17 ,user1019,transfer,€2778.82,None ,none,iPhone 13,,2025-07-01 18:22:17,2778.82,EUR,18,1,1,7,11.24,0,1,1892.95,1550.43,0.57,1.2104948676542577,1,Anomaly,Unusual text pattern detected
2025-07-26 09:05:41 ,user1019,withdrawal,£256.63,Cardiff ,cardiff,Samsung Galaxy S10,,2025-07-26 09:05:41,256.63,GBP,9,5,26,7,16.34,1,1,2291.28,1534.35,-1.33,1.313727813603458,1,Anomaly,Unusual text pattern detected
2025-06-08 03:48:04 ,user1020,withdrawal,£2170.09,Birmingham ,birmingham,Samsung Galaxy S10,,2025-06-08 03:48:04,2170.09,GBP,3,6,8,6,9.04,1,1,2124.07,1474.64,0.03,1.2504680746008363,1,Anomaly,Unusual text pattern detected
2025-06-25 22:36:29 ,user1020,transfer,£4148.44,Leeds ,leeds,Huawei P30,,2025-06-25 22:36:29,4148.44,GBP,22,2,25,6,3.85,0,1,2307.78,1588.73,1.16,1.2118247141770284,1,Anomaly,Unusual text pattern detected
2025-07-08 16:59:08 ,user1020,debit,£1578.94,London ,london,Pixel 6,,2025-07-08 16:59:08,1578.94,GBP,16,1,8,7,8.55,1,1,2121.94,1592.64,-0.34,1.229775152501866,1,Anomaly,Unusual text pattern detected
2025-07-17 11:55:47 ,user1020,refund,£3813.1,Glasgow ,glasgow,Nokia 3310,,2025-07-17 11:55:47,3813.1,GBP,11,3,17,7,3.16,1,1,2039.0,1609.94,1.1,1.2209820242905003,1,Anomaly,Unusual text pattern detected
2025-06-02 07:37:46 ,user1025,debit,£4537.31,None ,none,Pixel 6,,2025-06-02 07:37:46,4537.31,GBP,7,0,2,6,8.97,1,1,2051.9,1588.72,1.56,1.1810998928516157,1,Anomaly,Unusual text pattern detected
2025-07-03 01:03:28 ,user1025,purchase,£2668.25,London ,london,Samsung Galaxy S10,,2025-07-03 01:03:28,2668.25,GBP,1,3,3,7,16.26,1,1,2385.78,1587.41,0.18,1.3245774831336343,1,Anomaly,Unusual text pattern detected
2025-07-10 04:24:55 ,user1025,withdrawal,€2232.76,London ,london,Samsung Galaxy S10,,2025-07-10 04:24:55,2232.76,EUR,4,3,10,7,1.24,1,1,2264.51,1543.3,-0.02,1.3480936945915574,1,Anomaly,Unusual text pattern detected
2025-07-06 04:39:46 ,user1027,debit,€1740.33,London ,london,Pixel 6,,2025-07-06 04:39:46,1740.33,EUR,4,6,6,7,1.67,1,1,1706.3,1617.76,0.02,1.229775152501866,1,Anomaly,Unusual text pattern detected
2025-07-13 14:32:27 ,user1027,transfer,$3289.56,None ,none,iPhone 13,,2025-07-13 14:32:27,3289.56,USD,14,6,13,7,23.36,1,1,1746.38,1614.02,0.96,1.2104948676542577,1,Anomaly,Unusual text pattern detected
2025-06-09 11:14:39 ,user1028,withdrawal,£4621.13,Cardiff ,cardiff,Samsung Galaxy S10,,2025-06-09 11:14:39,4621.13,GBP,11,0,9,6,4.31,1,1,1483.77,1087.28,2.89,1.313727813603458,1,Anomaly,Unusual text pattern detected
2025-06-12 02:55:58 ,user1028,debit,£4333.37,Cardiff ,cardiff,Pixel 6,,2025-06-12 02:55:58,4333.37,GBP,2,3,12,6,5.01,1,1,1941.99,1386.46,1.72,1.2618566417595098,1,Anomaly,Unusual text pattern detected
2025-07-19 21:26:51 ,user1028,withdrawal,$2407.17,Leeds ,leeds,Huawei P30,,2025-07-19 21:26:51,2407.17,USD,21,5,19,7,0.11,1,1,2079.27,1615.9,0.2,1.227502315644721,1,Anomaly,Unusual text pattern detected
2025-07-21 17:14:37 ,user1028,withdrawal,$1034.97,Leeds ,leeds,Nokia 3310,,2025-07-21 17:14:37,1034.97,USD,17,0,21,7,3.04,1,1,2013.52,1596.39,-0.61,1.234148012259511,1,Anomaly,Unusual text pattern detected
2025-06-05 14:38:06 ,user1029,debit,€1337.06,None ,none,Pixel 6,,2025-06-05 14:38:06,1337.06,EUR,14,3,5,6,0.13,1,1,3154.47,1851.0,-0.98,1.1810998928516157,1,Anomaly,Unusual text pattern detected
2025-06-29 23:29:33 ,user1031,debit,$2177.7,Cardiff ,cardiff,Pixel 6,,2025-06-29 23:29:33,2177.7,USD,23,6,29,6,5.5,1,1,1896.5,1745.22,0.16,1.2618566417595098,1,Anomaly,Unusual text pattern detected
2025-06-19 01:01:31 ,user1032,deposit,$1560.94,Manchester ,manchester,Pixel 6,,2025-06-19 01:01:31,1560.94,USD,1,3,19,6,22.59,1,1,2283.7,1260.0,-0.57,1.2542711715385821,1,Anomaly,Unusual text pattern detected
2025-06-21 09:20:06 ,user1032,top-up,$4578.65,Cardiff ,cardiff,iPhone 13,,2025-06-21 09:20:06,4578.65,USD,9,5,21,6,56.31,1,1,2178.82,1237.19,1.94,1.2369263614213917,1,Anomaly,Unusual text pattern detected
2025-06-06 11:12:54 ,user1033,withdrawal,€3387.13,Leeds ,leeds,Nokia 3310,,2025-06-06 11:12:54,3387.13,EUR,11,4,6,6,11.0,1,1,641.89,1169.95,2.35,1.234148012259511,1,Anomaly,Unusual text pattern detected
2025-07-28 03:28:10 ,user1033,transfer,$805.75,London ,london,Xiaomi Mi 11,,2025-07-28 03:28:10,805.75,USD,3,0,28,7,6.64,0,1,2096.78,1606.8,-0.8,1.2485264731357562,1,Anomaly,Unusual text pattern detected
2025-07-03 04:41:23 ,user1035,deposit,$2510.9,London ,london,Samsung Galaxy S10,,2025-07-03 04:41:23,2510.9,USD,4,3,3,7,2.22,1,1,2262.14,1551.91,0.16,1.1998077089374923,1,Anomaly,Unusual text pattern detected
2025-07-17 02:40:41 ,user1035,transfer,$211.41,London ,london,Pixel 6,,2025-07-17 02:40:41,211.41,USD,2,3,17,7,7.58,1,1,2333.18,1602.89,-1.32,1.179993740091639,1,Anomaly,Unusual text pattern detected
2025-06-24 18:30:19 ,user1037,top-up,£2073.34,Birmingham ,birmingham,iPhone 13,,2025-06-24 18:30:19,2073.34,GBP,18,1,24,6,1.25,1,1,1326.35,1694.41,0.44,1.2337049159064668,1,Anomaly,Unusual text pattern detected
2025-06-26 14:32:26 ,user1037,transfer,£980.74,Cardiff ,cardiff,iPhone 13,,2025-06-26 14:32:26,980.74,GBP,14,3,26,6,5.14,1,1,1343.07,1717.31,-0.21,1.2018122254430275,1,Anomaly,Unusual text pattern detected
2025-07-18 08:56:37 ,user1037,transfer,€3137.97,London ,london,Samsung Galaxy S10,,2025-07-18 08:56:37,3137.97,EUR,8,4,18,7,21.23,1,1,1257.97,1631.58,1.15,1.2657314963992699,1,Anomaly,Unusual text pattern detected
2025-06-08 17:26:49 ,user1040,top-up,$3115.58,Birmingham ,birmingham,iPhone 13,,2025-06-08 17:26:49,3115.58,USD,17,6,8,6,10.19,1,1,1370.2,1825.81,0.96,1.2337049159064668,1,Anomaly,Unusual text pattern detected
2025-06-28 04:36:52 ,user1040,debit,£2219.53,Cardiff ,cardiff,None,,2025-06-28 04:36:52,2219.53,GBP,4,5,28,6,35.09,1,1,1878.85,1726.0,0.2,1.1889178018316264,1,Anomaly,Unusual text pattern detected
2025-06-05 21:53:35 ,user1041,transfer,€703.65,London ,london,None,,2025-06-05 21:53:35,703.65,EUR,21,3,5,6,8.97,1,1,2051.9,1588.72,-0.85,1.2768956732616419,1,Anomaly,Unusual text pattern detected
2025-06-22 16:25:46 ,user1043,refund,£4031.14,Glasgow ,glasgow,Nokia 3310,,2025-06-22 16:25:46,4031.14,GBP,16,6,22,6,0.69,0,1,1529.73,1589.85,1.57,1.2209820242905003,1,Anomaly,Unusual text pattern detected
2025-07-27 18:27:54 ,user1043,purchase,£62.17,London ,london,Samsung Galaxy S10,,2025-07-27 18:27:54,62.17,GBP,18,6,27,7,1.14,1,1,1701.67,1565.48,-1.05,1.3245774831336343,1,Anomaly,Unusual text pattern detected
2025-06-12 02:10:33 ,user1045,transfer,€72.59,London ,london,Nokia 3310,,2025-06-12 02:10:33,72.59,EUR,2,3,12,6,37.85,1,1,2476.57,986.51,-2.44,1.2098145017558588,1,Anomaly,Unusual text pattern detected
2025-06-27 22:17:48 ,user1045,refund,£52.17,Leeds ,leeds,Nokia 3310,,2025-06-27 22:17:48,52.17,GBP,22,4,27,6,50.09,1,1,2301.07,1585.31,-1.42,1.3157367570339686,1,Anomaly,Unusual text pattern detected
2025-06-08 12:44:30 ,user1046,top-up,$2548.53,Birmingham ,birmingham,Pixel 6,,2025-06-08 12:44:30,2548.53,USD,12,6,8,6,3.86,1,1,1918.55,1684.13,0.37,1.182610851846251,1,Anomaly,Unusual text pattern detected
2025-06-15 10:58:52 ,user1046,purchase,$1655.14,London ,london,None,,2025-06-15 10:58:52,1655.14,USD,10,6,15,6,18.58,1,1,1865.3,1767.35,-0.12,1.1821477998997436,1,Anomaly,Unusual text pattern detected
2025-06-27 21:23:12 ,user1046,withdrawal,£3125.46,Leeds ,leeds,Samsung Galaxy S10,,2025-06-27 21:23:12,3125.46,GBP,21,4,27,6,18.73,1,1,1891.92,1627.69,0.76,1.3054957271674532,1,Anomaly,Unusual text pattern detected
2025-07-11 18:23:56 ,user1047,debit,€3498.11,Cardiff ,cardiff,None,,2025-07-11 18:23:56,3498.11,EUR,18,4,11,7,32.11,1,1,2171.43,1759.41,0.75,1.1889178018316264,1,Anomaly,Unusual text pattern detected
2025-06-10 19:04:00 ,user1048,top-up,$3614.46,Birmingham ,birmingham,Samsung Galaxy S10,,2025-06-10 19:04:00,3614.46,USD,19,1,10,6,2.46,1,1,2715.85,1665.35,0.54,1.2735554446297042,1,Anomaly,Unusual text pattern detected
2025-06-15 05:35:56 ,user1048,top-up,£1179.65,Birmingham ,birmingham,Samsung Galaxy S10,,2025-06-15 05:35:56,1179.65,GBP,5,6,15,6,5.53,1,1,2575.66,1520.37,-0.92,1.2735554446297042,1,Anomaly,Unusual text pattern detected
2025-06-24 21:23:22 ,user1048,transfer,$3790.95,London ,london,iPhone 13,,2025-06-24 21:23:22,3790.95,USD,21,1,24,6,11.14,0,1,2400.9,1465.06,0.95,1.3884611483833036,1,Anomaly,Unusual text pattern detected
2025-06-28 10:04:27 ,user1048,withdrawal,$1511.19,London ,london,Samsung Galaxy S10,,2025-06-28 10:04:27,1511.19,USD,10,5,28,6,33.4,1,1,2219.34,1444.82,-0.49,1.3480936945915574,1,Anomaly,Unusual text pattern detected
2025-07-16 14:38:28 ,user1049,transfer,£4596.78,Cardiff ,cardiff,iPhone 13,,2025-07-16 14:38:28,4596.78,GBP,14,2,16,7,35.08,1,1,2825.0,1644.98,1.08,1.2018122254430275,1,Anomaly,Unusual text pattern detected
2025-07-22 06:24:30 ,user1049,withdrawal,$3855.72,Leeds ,leeds,Huawei P30,,2025-07-22 06:24:30,3855.72,USD,6,1,22,7,45.44,1,1,2669.13,1638.41,0.72,1.227502315644721,1,Anomaly,Unusual text pattern detected
2025-07-22 20:42:22 ,user1049,debit,£143.42,London ,london,Pixel 6,,2025-07-22 20:42:22,143.42,GBP,20,1,22,7,14.3,1,1,2825.0,1628.65,-1.65,1.229775152501866,1,Anomaly,Unusual text pattern detected
2025-06-29 11:31:32 ,user1051,transfer,£578.8,Birmingham ,birmingham,Huawei P30,,2025-06-29 11:31:32,578.8,GBP,11,6,29,6,2.39,1,1,2266.56,1555.22,-1.09,1.1765727580191327,1,Anomaly,Unusual text pattern detected
2025-06-09 22:53:28 ,user1053,transfer,$2862.24,Leeds ,leeds,Huawei P30,,2025-06-09 22:53:28,2862.24,USD,22,0,9,6,8.97,1,1,2051.9,1588.72,0.51,1.2118247141770284,1,Anomaly,Unusual text pattern detected
2025-06-23 18:39:12 ,user1053,deposit,€1823.53,Manchester ,manchester,Pixel 6,,2025-06-23 18:39:12,1823.53,EUR,18,0,23,6,8.26,1,1,2229.59,1857.02,-0.22,1.2542711715385821,1,Anomaly,Unusual text pattern detected
2025-06-26 20:50:49 ,user1053,withdrawal,$469.66,London ,london,Samsung Galaxy S10,,2025-06-26 20:50:49,469.66,USD,20,3,26,6,31.54,1,1,1596.95,1734.77,-0.65,1.3480936945915574,1,Anomaly,Unusual text pattern detected
2025-07-21 11:28:08 ,user1054,cashout,£558.05,None ,none,iPhone 13,,2025-07-21 11:28:08,558.05,GBP,11,0,21,7,9.58,1,1,2049.67,1682.49,-0.89,1.2529269759826596,1,Anomaly,Unusual text pattern detected
2025-07-24 17:09:33 ,user1054,purchase,$2563.96,London ,london,Samsung Galaxy S10,,2025-07-24 17:09:33,2563.96,USD,17,3,24,7,9.2,1,1,1954.27,1654.69,0.37,1.3245774831336343,1,Anomaly,Unusual text pattern detected
2025-06-27 00:39:44 ,user1055,deposit,$376.65,London ,london,Samsung Galaxy S10,,2025-06-27 00:39:44,376.65,USD,0,4,27,6,0.61,1,1,2915.55,1656.84,-1.53,1.1998077089374923,1,Anomaly,Unusual text pattern detected
2025-07-05 07:30:37 ,user1057,top-up,£3757.87,Manchester ,manchester,Nokia 3310,,2025-07-05 07:30:37,3757.87,GBP,7,5,5,7,17.53,0,1,2655.7,1712.62,0.64,1.289116376736547,1,Anomaly,Unusual text pattern detected
2025-07-28 02:12:36 ,user1057,transfer,$701.96,London ,london,iPhone 13,,2025-07-28 02:12:36,701.96,USD,2,0,28,7,61.83,1,1,2570.46,1677.64,-1.11,1.3884611483833036,1,Anomaly,Unusual text pattern detected
2025-07-24 14:31:04 ,user1058,top-up,$1724.04,London ,london,Samsung Galaxy S10,,2025-07-24 14:31:04,1724.04,USD,14,3,24,7,3.73,1,1,1895.76,1652.62,-0.1,1.215602299273977,1,Anomaly,Unusual text pattern detected
2025-07-30 13:17:31 ,user1058,top-up,€4664.48,Manchester ,manchester,Nokia 3310,,2025-07-30 13:17:31,4664.48,EUR,13,2,30,7,32.3,1,1,1895.33,1657.93,1.67,1.289116376736547,1,Anomaly,Unusual text pattern detected
2025-06-12 11:15:30 ,user1059,top-up,€1075.79,Birmingham ,birmingham,iPhone 13,,2025-06-12 11:15:30,1075.79,EUR,11,3,12,6,26.45,0,1,1945.5,1704.11,-0.51,1.2337049159064668,1,Anomaly,Unusual text pattern detected
2025-06-29 18:51:54 ,user1059,top-up,£2952.1,Birmingham ,birmingham,Samsung Galaxy S10,,2025-06-29 18:51:54,2952.1,GBP,18,6,29,6,30.14,1,1,2407.64,1715.99,0.32,1.2735554446297042,1,Anomaly,Unusual text pattern detected
2025-07-06 03:29:50 ,user1059,transfer,$461.02,London ,london,Xiaomi Mi 11,,2025-07-06 03:29:50,461.02,USD,3,6,6,7,4.44,1,1,2456.66,1681.63,-1.19,1.2485264731357562,1,Anomaly,Unusual text pattern detected
2025-07-17 22:10:19 ,user1059,withdrawal,$3579.12,Glasgow ,glasgow,Samsung Galaxy S10,,2025-07-17 22:10:19,3579.12,USD,22,3,17,7,35.01,1,1,2426.72,1641.74,0.7,1.327105168206505,1,Anomaly,Unusual text pattern detected
2025-07-18 01:32:21 ,user1059,purchase,€2247.65,London ,london,Pixel 6,,2025-07-18 01:32:21,2247.65,EUR,1,4,18,7,3.37,1,1,2445.79,1636.73,-0.12,1.1893937345313061,1,Anomaly,Unusual text pattern detected
2025-06-02 22:10:44 ,user1063,purchase,€372.47,London ,london,Samsung Galaxy S10,,2025-06-02 22:10:44,372.47,EUR,22,0,2,6,8.9,1,1,4564.13,388.71,-10.78,1.3245774831336343,1,Anomaly,Unusual text pattern detected
2025-06-06 11:56:10 ,user1063,top-up,$2952.46,London ,london,iPhone 13,,2025-06-06 11:56:10,2952.46,USD,11,4,6,6,38.84,1,1,2066.61,2146.3,0.41,1.1824954480257759,1,Anomaly,Unusual text pattern detected
2025-06-18 11:01:51 ,user1063,top-up,€1994.87,London ,london,iPhone 13,,2025-06-18 11:01:51,1994.87,EUR,11,2,18,6,3.95,0,1,2066.61,1747.94,-0.04,1.1824954480257759,1,Anomaly,Unusual text pattern detected
2025-06-26 23:55:13 ,user1063,top-up,£3508.62,Cardiff ,cardiff,iPhone 13,,2025-06-26 23:55:13,3508.62,GBP,23,3,26,6,38.95,1,1,2066.61,1597.62,0.9,1.2369263614213917,1,Anomaly,Unusual text pattern detected
2025-07-07 09:10:09 ,user1063,debit,$443.07,None ,none,Pixel 6,,2025-07-07 09:10:09,443.07,USD,9,0,7,7,5.97,1,1,2090.68,1593.08,-1.03,1.1810998928516157,1,Anomaly,Unusual text pattern detected
2025-06-24 14:11:22 ,user1064,top-up,€825.45,Manchester ,manchester,iPhone 13,,2025-06-24 14:11:22,825.45,EUR,14,1,24,6,20.42,1,1,2184.63,1537.55,-0.88,1.2368944651762896,1,Anomaly,Unusual text pattern detected
2025-07-16 13:33:22 ,user1064,top-up,€443.89,Birmingham ,birmingham,Xiaomi Mi 11,,2025-07-16 13:33:22,443.89,EUR,13,2,16,7,8.37,1,1,2399.73,1682.21,-1.16,1.21806253912634,1,Anomaly,Unusual text pattern detected
2025-07-05 05:13:59 ,user1065,withdrawal,€589.91,Glasgow ,glasgow,Samsung Galaxy S10,,2025-07-05 05:13:59,589.91,EUR,5,5,5,7,10.37,1,1,1460.7,1719.71,-0.51,1.327105168206505,1,Anomaly,Unusual text pattern detected
2025-06-08 01:33:58 ,user1068,withdrawal,£2219.01,Leeds ,leeds,Samsung Galaxy S10,,2025-06-08 01:33:58,2219.01,GBP,1,6,8,6,6.17,1,0,1242.07,1483.12,0.66,1.3054957271674532,1,Anomaly,Unusual text pattern detected
2025-07-02 00:39:36 ,user1068,withdrawal,€3812.37,None ,none,Samsung Galaxy S10,,2025-07-02 00:39:36,3812.37,EUR,0,2,2,7,4.87,0,1,1590.44,1431.33,1.55,1.257083317220599,1,Anomaly,Unusual text pattern detected
2025-07-08 04:32:39 ,user1068,transfer,$516.18,Cardiff ,cardiff,iPhone 13,,2025-07-08 04:32:39,516.18,USD,4,1,8,7,42.81,1,1,1662.65,1472.68,-0.78,1.2018122254430275,1,Anomaly,Unusual text pattern detected
2025-07-12 18:28:22 ,user1068,top-up,€3000.56,Manchester ,manchester,Nokia 3310,,2025-07-12 18:28:22,3000.56,EUR,18,5,12,7,5.55,1,1,1662.65,1460.78,0.92,1.289116376736547,1,Anomaly,Unusual text pattern detected
2025-07-19 01:12:27 ,user1068,top-up,£4336.81,Manchester ,manchester,iPhone 13,,2025-07-19 01:12:27,4336.81,GBP,1,5,19,7,3.82,1,1,1662.65,1487.63,1.8,1.2368944651762896,1,Anomaly,Unusual text pattern detected
2025-06-29 15:18:53 ,user1069,deposit,£3307.42,London ,london,Samsung Galaxy S10,,2025-06-29 15:18:53,3307.42,GBP,15,6,29,6,22.29,1,1,2529.39,1431.91,0.54,1.1998077089374923,1,Anomaly,Unusual text pattern detected
2025-07-02 16:02:08 ,user1069,top-up,€1889.53,London ,london,iPhone 13,,2025-07-02 16:02:08,1889.53,EUR,16,2,2,7,12.21,0,1,2499.66,1494.96,-0.41,1.1824954480257759,1,Anomaly,Unusual text pattern detected
2025-07-03 09:32:47 ,user1069,top-up,£4981.88,Birmingham ,birmingham,Samsung Galaxy S10,,2025-07-03 09:32:47,4981.88,GBP,9,3,3,7,17.51,1,1,2402.52,1484.1,1.74,1.2735554446297042,1,Anomaly,Unusual text pattern detected
2025-06-12 02:27:03 ,user1070,purchase,€2517.6,London ,london,Samsung Galaxy S10,,2025-06-12 02:27:03,2517.6,EUR,2,3,12,6,4.21,0,1,2461.48,1807.87,0.03,1.3245774831336343,1,Anomaly,Unusual text pattern detected
2025-07-06 22:25:41 ,user1070,withdrawal,£644.51,Cardiff ,cardiff,Samsung Galaxy S10,,2025-07-06 22:25:41,644.51,GBP,22,6,6,7,44.97,1,1,2369.97,1642.09,-1.05,1.313727813603458,1,Anomaly,Unusual text pattern detected
2025-07-24 22:50:23 ,user1070,transfer,€2012.74,London ,london,Nokia 3310,,2025-07-24 22:50:23,2012.74,EUR,22,3,24,7,2.37,1,1,2176.53,1524.94,-0.11,1.2098145017558588,1,Anomaly,Unusual text pattern detected
2025-07-14 18:36:47 ,user1072,withdrawal,$4166.2,None ,none,Samsung Galaxy S10,,2025-07-14 18:36:47,4166.2,USD,18,0,14,7,26.66,1,1,2076.11,1204.93,1.73,1.257083317220599,1,Anomaly,Unusual text pattern detected
2025-06-12 12:33:25 ,user1075,withdrawal,£830.5,London ,london,Samsung Galaxy S10,,2025-06-12 12:33:25,830.5,GBP,12,3,12,6,15.2,1,1,1292.04,1571.42,-0.29,1.3480936945915574,1,Anomaly,Unusual text pattern detected
2025-06-30 03:36:16 ,user1076,purchase,€3439.96,London ,london,Samsung Galaxy S10,,2025-06-30 03:36:16,3439.96,EUR,3,0,30,6,19.11,1,1,952.62,1560.57,1.59,1.3245774831336343,1,Anomaly,Unusual text pattern detected
2025-07-23 06:23:34 ,user1076,transfer,£3167.39,None ,none,iPhone 13,,2025-07-23 06:23:34,3167.39,GBP,6,2,23,7,8.62,1,1,1590.88,1515.0,1.04,1.2104948676542577,1,Anomaly,Unusual text pattern detected
2025-06-02 23:39:05 ,user1077,debit,$1498.75,Cardiff ,cardiff,None,,2025-06-02 23:39:05,1498.75,USD,23,0,2,6,8.28,1,1,3027.93,1597.41,-0.96,1.1889178018316264,1,Anomaly,Unusual text pattern detected
2025-06-14 00:15:33 ,user1077,transfer,$3083.11,London ,london,Samsung Galaxy S10,,2025-06-14 00:15:33,3083.11,USD,0,5,14,6,29.16,1,1,2243.71,1510.88,0.56,1.2657314963992699,1,Anomaly,Unusual text pattern detected
2025-06-16 09:29:48 ,user1077,deposit,€4873.33,London ,london,Samsung Galaxy S10,,2025-06-16 09:29:48,4873.33,EUR,9,0,16,6,19.49,1,1,2604.07,1485.52,1.53,1.1998077089374923,1,Anomaly,Unusual text pattern detected
2025-06-16 16:28:48 ,user1077,refund,€3591.75,Glasgow ,glasgow,Nokia 3310,,2025-06-16 16:28:48,3591.75,EUR,16,0,16,6,4.83,0,1,2648.53,1499.78,0.63,1.2209820242905003,1,Anomaly,Unusual text pattern detected
