timestamp,user,type,amount,location,location_norm,device,fields_found,dt,amount_value,currency,hour,weekday,day_of_month,month,time_diff_hours,is_new_device,is_new_location,user_amount_median,user_amount_std,amount_z_user,anomaly_score,anomaly_label,anomaly_status,explanation
2025-06-21 11:15:04 ,user1000,top-up,€4737.85,Liverpool ,liverpool,None,,2025-06-21 11:15:04,4737.85,EUR,11,5,21,6,20.54,0,1,2828.84,1656.24,1.15,0.0,1,anomaly,Unseen location
2025-06-29 22:12:13 ,user1000,withdrawal,$4335.33,Liverpool ,liverpool,Huawei P30,,2025-06-29 22:12:13,4335.33,USD,22,6,29,6,7.72,0,1,2182.71,1624.67,1.32,0.01,1,anomaly,Unseen location
2025-07-03 12:13:18,user1000,cashout,€4282.02,Birmingham,birmingham,None,,2025-07-03 12:13:18,4282.02,EUR,12,3,3,7,25.2,1,1,2182.71,1645.76,1.28,0.01,1,anomaly,First time using device; Unseen location
2025-07-08 04:12:26,user1000,cashout,€3078.95,Birmingham,birmingham,Samsung Galaxy S10,,2025-07-08 04:12:26,3078.95,EUR,4,1,8,7,8.82,1,1,2461.89,1632.98,0.38,0.0,1,anomaly,First time using device; Unseen location
2025-07-10 01:29:32,user1000,transfer,$319.82,Manchester,manchester,Pixel 6,,2025-07-10 01:29:32,319.82,USD,1,3,10,7,21.95,1,1,2461.89,1634.52,-1.31,0.0,1,anomaly,First time using device; Unseen location
2025-07-11 17:39:34 ,user1000,deposit,$6.43,Manchester ,manchester,Samsung Galaxy S10,,2025-07-11 17:39:34,6.43,USD,17,4,11,7,40.17,1,1,2322.3,1639.08,-1.41,0.01,1,anomaly,First time using device; Unseen location
2025-07-11 23:58:44 ,user1000,debit,$1008.51,None ,none,Pixel 6,,2025-07-11 23:58:44,1008.51,USD,23,4,11,7,6.32,1,1,2182.71,1649.85,-0.71,0.01,1,anomaly,First time using device; Unseen location
2025-07-16 18:06:18 ,user1000,transfer,$1149.68,Glasgow ,glasgow,iPhone 13,,2025-07-16 18:06:18,1149.68,USD,18,2,16,7,96.93,1,1,2322.3,1643.3,-0.71,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-24 04:18:43,user1000,cashout,€1001.97,None,none,Pixel 6,,2025-07-24 04:18:43,1001.97,EUR,4,3,24,7,16.58,1,1,2110.25,1645.96,-0.67,0.0,1,anomaly,First time using device; Unseen location
2025-06-04 20:07:17,user1001,transfer,761.79,Glasgow,glasgow,None,,2025-06-04 20:07:17,761.79,UNKNOWN,20,2,4,6,77.03,0,1,4517.8,1588.72,-2.36,0.01,1,anomaly,Unseen location; Unusual time gap since last txn
2025-06-06 03:54:45 ,user1001,transfer,€209.56,None ,none,Samsung Galaxy S10,,2025-06-06 03:54:45,209.56,EUR,3,4,6,6,31.79,1,1,2639.8,2655.9,-0.92,0.01,1,anomaly,First time using device; Unseen location
2025-06-12 13:28:37,user1001,debit,12,Leeds,leeds,Xiaomi Mi 11,"['timestamp', 'user', 'type', 'amount']",2025-06-12 13:28:37,12.0,UNKNOWN,13,3,12,6,114.14,0,0,485.67,2119.98,-0.22,0.01,1,anomaly,Unusual time gap since last txn
2025-06-14 06:37:39 ,user1001,purchase,£1413.53,None ,none,Nokia 3310,,2025-06-14 06:37:39,1413.53,GBP,6,5,14,6,17.91,1,1,209.56,2044.19,0.59,0.01,1,anomaly,First time using device; Unseen location
2025-06-15 11:43:42 ,user1001,deposit,£1381.86,Glasgow ,glasgow,Pixel 6,,2025-06-15 11:43:42,1381.86,GBP,11,6,15,6,29.1,1,1,485.67,1892.56,0.47,0.0,1,anomaly,First time using device; Unseen location
2025-06-18 18:38:44 ,user1001,debit,€1537.67,Manchester ,manchester,None,,2025-06-18 18:38:44,1537.67,EUR,18,2,18,6,57.59,1,1,1071.82,1702.28,0.27,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-23 13:46:33,user1001,withdrawal,3532.78,Leeds,leeds,iPhone 13,,2025-06-23 13:46:33,3532.78,UNKNOWN,13,0,23,6,98.07,1,1,1381.86,1612.21,1.33,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-30 08:43:40,user1001,cashout,£3135.26,Birmingham,birmingham,Samsung Galaxy S10,,2025-06-30 08:43:40,3135.26,GBP,8,0,30,6,43.46,1,1,1151.18,1689.15,1.17,0.0,1,anomaly,First time using device; Unseen location
2025-07-03 00:03:27,user1001,transfer,€550.01,Birmingham,birmingham,None,,2025-07-03 00:03:27,550.01,EUR,0,3,3,7,44.09,1,1,1381.86,1715.76,-0.48,0.01,1,anomaly,First time using device; Unseen location
2025-07-08 05:38:30,user1001,debit,£1782.83,Cardiff,cardiff,Samsung Galaxy S10,,2025-07-08 05:38:30,1782.83,GBP,5,1,8,7,26.41,1,1,996.37,1698.8,0.46,0.0,1,anomaly,First time using device; Unseen location
2025-07-08 05:42:15,user1001,debit,£4465.62,Birmingham,birmingham,Samsung Galaxy S10,,2025-07-08 05:42:15,4465.62,GBP,5,1,8,7,0.06,0,1,1189.12,1661.53,1.97,0.02,1,anomaly,Unseen location
2025-07-12 00:14:40 ,user1001,top-up,£3291.24,None ,none,Pixel 6,,2025-07-12 00:14:40,3291.24,GBP,0,5,12,7,10.36,1,1,1381.86,1650.66,1.16,0.0,1,anomaly,First time using device; Unseen location
2025-07-14 01:35:18,user1001,withdrawal,4677.14,None,none,iPhone 13,,2025-07-14 01:35:18,4677.14,UNKNOWN,1,0,14,7,49.34,1,1,1397.7,1645.0,1.99,0.01,1,anomaly,First time using device; Unseen location
2025-07-18 23:15:34,user1001,debit,289.99,Cardiff,cardiff,iPhone 13,,2025-07-18 23:15:34,289.99,UNKNOWN,23,4,18,7,117.67,0,1,1413.53,1695.82,-0.66,0.03,1,anomaly,Unseen location; Unusual time gap since last txn
2025-07-19 18:49:52,user1001,purchase,$3695.0,Liverpool,liverpool,Samsung Galaxy S10,,2025-07-19 18:49:52,3695.0,USD,18,5,19,7,19.57,1,1,1397.7,1693.24,1.36,0.0,1,anomaly,First time using device; Unseen location
2025-06-05 16:17:31 ,user1003,transfer,€2534.01,Manchester ,manchester,Samsung Galaxy S10,,2025-06-05 16:17:31,2534.01,EUR,16,3,5,6,18.18,1,1,1138.06,1401.87,1.0,0.0,1,anomaly,First time using device; Unseen location
2025-06-06 02:24:00 ,user1003,debit,£484.33,Birmingham ,birmingham,Samsung Galaxy S10,,2025-06-06 02:24:00,484.33,GBP,2,4,6,6,5.03,1,1,1203.13,1271.81,-0.57,0.01,1,anomaly,First time using device; Unseen location
2025-06-06 15:25:56,user1003,transfer,$4076.07,Cardiff,cardiff,Samsung Galaxy S10,,2025-06-06 15:25:56,4076.07,USD,15,4,6,6,13.03,0,1,1153.56,1269.42,2.3,0.01,1,anomaly,Unseen location
2025-06-10 02:24:33,user1003,purchase,$3450.4,Manchester,manchester,Huawei P30,,2025-06-10 02:24:33,3450.4,USD,2,1,10,6,15.91,1,1,1138.06,1400.76,1.65,0.0,1,anomaly,First time using device; Unseen location
2025-06-12 21:18:46,user1003,cashout,4261.19,Birmingham,birmingham,None,,2025-06-12 21:18:46,4261.19,UNKNOWN,21,3,12,6,4.48,1,1,1203.13,1461.68,2.09,0.0,1,anomaly,First time using device; Unseen location
2025-06-19 20:36:35,user1003,debit,£4462.12,Birmingham,birmingham,Xiaomi Mi 11,,2025-06-19 20:36:35,4462.12,GBP,20,3,19,6,18.59,1,1,1287.77,1352.69,2.35,0.0,1,anomaly,First time using device; Unseen location
2025-06-24 12:39:34 ,user1003,refund,$826.55,Liverpool ,liverpool,iPhone 13,,2025-06-24 12:39:34,826.55,USD,12,1,24,6,38.82,1,1,2005.69,1561.3,-0.76,0.0,1,anomaly,First time using device; Unseen location
2025-06-30 19:54:08 ,user1003,transfer,€758.7,Liverpool ,liverpool,Pixel 6,,2025-06-30 19:54:08,758.7,EUR,19,0,30,6,29.96,1,1,2005.69,1559.03,-0.8,0.01,1,anomaly,First time using device; Unseen location
2025-07-06 11:43:43,user1003,deposit,€3811.85,Manchester,manchester,Pixel 6,,2025-07-06 11:43:43,3811.85,EUR,11,6,6,7,61.08,1,1,2089.9,1517.37,1.13,0.0,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-12 06:44:25 ,user1003,withdrawal,€153.11,Cardiff ,cardiff,Huawei P30,,2025-07-12 06:44:25,153.11,EUR,6,5,12,7,0.93,1,1,2108.99,1529.65,-1.28,0.01,1,anomaly,First time using device; Unseen location
2025-07-15 05:25:23,user1003,top-up,£4541.06,Birmingham,birmingham,Samsung Galaxy S10,,2025-07-15 05:25:23,4541.06,GBP,5,1,15,7,0.5,1,1,2108.99,1532.65,1.59,0.0,1,anomaly,First time using device; Unseen location
2025-07-15 18:55:00 ,user1003,transfer,€46.7,None ,none,Huawei P30,,2025-07-15 18:55:00,46.7,EUR,18,1,15,7,13.49,1,1,2109.74,1548.95,-1.33,0.01,1,anomaly,First time using device; Unseen location
2025-07-18 18:18:16,user1003,withdrawal,€148.58,Liverpool,liverpool,Samsung Galaxy S10,,2025-07-18 18:18:16,148.58,EUR,18,4,18,7,8.11,0,1,2104.27,1583.63,-1.23,0.0,1,anomaly,Unseen location
2025-07-30 11:29:10 ,user1003,debit,€4850.02,Liverpool ,liverpool,None,,2025-07-30 11:29:10,4850.02,EUR,11,2,30,7,2.56,1,1,2099.55,1611.57,1.71,0.01,1,anomaly,First time using device; Unseen location
2025-06-08 21:57:38,user1004,purchase,2173.36,Cardiff,cardiff,iPhone 13,,2025-06-08 21:57:38,2173.36,UNKNOWN,21,6,8,6,58.59,1,1,6.0,1588.72,1.36,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-11 06:11:36,user1004,withdrawal,4655.0,None,none,Samsung Galaxy S10,,2025-06-11 06:11:36,4655.0,UNKNOWN,6,2,11,6,8.48,1,1,2205.05,1170.14,2.09,0.0,1,anomaly,First time using device; Unseen location
2025-06-13 12:40:27,user1004,debit,$1394.37,Birmingham,birmingham,Samsung Galaxy S10,,2025-06-13 12:40:27,1394.37,USD,12,4,13,6,1.34,1,1,2396.55,1611.67,-0.62,0.01,1,anomaly,First time using device; Unseen location
2025-06-15 01:55:36,user1004,withdrawal,€283.93,None,none,Pixel 6,,2025-06-15 01:55:36,283.93,EUR,1,6,15,6,3.29,1,1,2556.36,1460.18,-1.56,0.01,1,anomaly,First time using device; Unseen location
2025-06-21 15:07:28,user1004,debit,$2416.89,Manchester,manchester,Samsung Galaxy S10,,2025-06-21 15:07:28,2416.89,USD,15,5,21,6,33.37,1,1,2444.84,1502.98,-0.02,0.01,1,anomaly,First time using device; Unseen location
2025-06-30 09:59:46 ,user1004,purchase,€276.5,Liverpool ,liverpool,Huawei P30,,2025-06-30 09:59:46,276.5,EUR,9,0,30,6,5.54,1,1,2375.1,1387.16,-1.51,0.01,1,anomaly,First time using device; Unseen location
2025-07-02 17:59:14,user1004,deposit,£108.31,Birmingham,birmingham,Nokia 3310,,2025-07-02 17:59:14,108.31,GBP,17,2,2,7,55.99,1,1,2333.32,1401.31,-1.59,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-06 23:49:51 ,user1004,refund,€4707.19,Cardiff ,cardiff,Nokia 3310,,2025-07-06 23:49:51,4707.19,EUR,23,6,6,7,64.95,1,1,2236.74,1436.29,1.72,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-11 11:13:49 ,user1004,transfer,€4611.81,Birmingham ,birmingham,Pixel 6,,2025-07-11 11:13:49,4611.81,EUR,11,4,11,7,94.01,1,1,2236.34,1449.34,1.64,0.03,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-24 02:24:36,user1004,cashout,€1098.57,Birmingham,birmingham,Xiaomi Mi 11,,2025-07-24 02:24:36,1098.57,EUR,2,3,24,7,30.02,0,1,2333.32,1569.39,-0.79,0.01,1,anomaly,Unseen location
2025-07-25 03:24:01 ,user1004,debit,$1433.83,Birmingham ,birmingham,Samsung Galaxy S10,,2025-07-25 03:24:01,1433.83,USD,3,4,25,7,24.99,1,1,2285.03,1561.4,-0.55,0.0,1,anomaly,First time using device; Unseen location
2025-06-05 03:43:10 ,user1005,top-up,€2820.26,London ,london,None,,2025-06-05 03:43:10,2820.26,EUR,3,3,5,6,3.96,1,1,462.29,878.79,2.68,0.02,1,anomaly,First time using device; Unseen location
2025-06-15 05:41:48 ,user1005,debit,€1328.36,None ,none,iPhone 13,,2025-06-15 05:41:48,1328.36,EUR,5,6,15,6,37.44,1,1,1763.24,1601.67,-0.27,0.01,1,anomaly,First time using device; Unseen location
2025-06-22 07:12:03 ,user1005,purchase,$2082.02,None ,none,Huawei P30,,2025-06-22 07:12:03,2082.02,USD,7,6,22,6,8.8,1,1,1652.69,1679.98,0.26,0.0,1,anomaly,First time using device; Unseen location
2025-06-28 04:23:50 ,user1005,transfer,£2776.67,None ,none,Pixel 6,,2025-06-28 04:23:50,2776.67,GBP,4,5,28,6,73.64,1,1,1702.59,1642.2,0.65,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-29 22:07:49 ,user1005,withdrawal,$1517.93,Liverpool ,liverpool,iPhone 13,,2025-06-29 22:07:49,1517.93,USD,22,6,29,6,41.73,1,1,1763.24,1621.14,-0.15,0.01,1,anomaly,First time using device; Unseen location
2025-06-30 20:55:39 ,user1005,transfer,£4977.03,London ,london,iPhone 13,,2025-06-30 20:55:39,4977.03,GBP,20,0,30,6,5.49,1,1,1702.59,1602.83,2.04,0.01,1,anomaly,First time using device; Unseen location
2025-07-04 00:59:03,user1005,debit,$2222.43,Manchester,manchester,Nokia 3310,,2025-07-04 00:59:03,2222.43,USD,0,4,4,7,70.28,0,1,1823.89,1631.06,0.24,0.02,1,anomaly,Unseen location; Unusual time gap since last txn
2025-07-10 09:14:55,user1005,purchase,€3226.03,Manchester,manchester,iPhone 13,,2025-07-10 09:14:55,3226.03,EUR,9,3,10,7,63.55,1,1,1823.89,1572.94,0.89,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-13 05:31:58 ,user1005,cashout,€137.25,Manchester ,manchester,Huawei P30,,2025-07-13 05:31:58,137.25,EUR,5,6,13,7,63.87,1,1,1823.89,1577.87,-1.07,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-27 20:16:34 ,user1005,cashout,€1700.04,Cardiff ,cardiff,Nokia 3310,,2025-07-27 20:16:34,1700.04,EUR,20,6,27,7,16.79,1,1,1734.44,1548.34,-0.02,0.0,1,anomaly,First time using device; Unseen location
2025-06-06 12:30:44 ,user1006,purchase,$2149.0,Manchester ,manchester,None,,2025-06-06 12:30:44,2149.0,USD,12,4,6,6,22.9,1,1,822.2,123.38,10.75,0.04,1,anomaly,Amount far above user average; First time using device; Unseen location
2025-06-08 18:37:56,user1006,refund,4348.3,Cardiff,cardiff,Samsung Galaxy S10,,2025-06-08 18:37:56,4348.3,UNKNOWN,18,6,8,6,25.3,1,1,1529.22,1206.62,2.34,0.0,1,anomaly,First time using device; Unseen location
2025-06-10 16:18:34,user1006,top-up,€849.12,Birmingham,birmingham,Pixel 6,,2025-06-10 16:18:34,849.12,EUR,16,1,10,6,45.68,1,1,2149.0,1553.07,-0.84,0.01,1,anomaly,First time using device; Unseen location
2025-06-13 20:56:14 ,user1006,transfer,€586.94,Cardiff ,cardiff,Pixel 6,,2025-06-13 20:56:14,586.94,EUR,20,4,13,6,42.82,1,1,1529.22,1448.64,-0.65,0.01,1,anomaly,First time using device; Unseen location
2025-06-27 01:47:49,user1006,purchase,€1222.71,Manchester,manchester,Huawei P30,,2025-06-27 01:47:49,1222.71,EUR,1,4,27,6,37.76,1,1,909.44,1489.42,0.21,0.01,1,anomaly,First time using device; Unseen location
2025-06-30 14:26:54,user1006,cashout,$1221.6,Glasgow,glasgow,iPhone 13,,2025-06-30 14:26:54,1221.6,USD,14,0,30,6,22.43,1,1,881.96,1468.06,0.23,0.01,1,anomaly,First time using device; Unseen location
2025-07-01 16:52:27,user1006,debit,£3442.34,Birmingham,birmingham,Nokia 3310,,2025-07-01 16:52:27,3442.34,GBP,16,1,1,7,26.43,1,1,909.44,1417.31,1.79,0.01,1,anomaly,First time using device; Unseen location
2025-07-06 04:45:55 ,user1006,transfer,£4978.76,None ,none,Xiaomi Mi 11,,2025-07-06 04:45:55,4978.76,GBP,4,6,6,7,16.13,1,1,1221.6,1500.46,2.5,0.01,1,anomaly,First time using device; Unseen location
2025-07-12 10:17:23,user1006,purchase,€3504.34,Cardiff,cardiff,Samsung Galaxy S10,,2025-07-12 10:17:23,3504.34,EUR,10,5,12,7,15.44,1,1,1222.16,1584.6,1.44,0.01,1,anomaly,First time using device; Unseen location
2025-07-18 13:56:31,user1006,transfer,€32.36,Manchester,manchester,Nokia 3310,,2025-07-18 13:56:31,32.36,EUR,13,4,18,7,54.27,0,1,1222.71,1534.09,-0.78,0.01,1,anomaly,Unseen location; Unusual time gap since last txn
2025-07-20 04:20:18 ,user1006,transfer,€4928.77,Liverpool ,liverpool,Nokia 3310,,2025-07-20 04:20:18,4928.77,EUR,4,6,20,7,38.4,0,1,1222.16,1543.18,2.4,0.01,1,anomaly,Unseen location
2025-07-29 17:01:17 ,user1006,refund,£445.97,Birmingham ,birmingham,Pixel 6,,2025-07-29 17:01:17,445.97,GBP,17,1,29,7,191.99,1,1,1221.6,1611.66,-0.48,0.03,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-07 06:43:19 ,user1007,transfer,$4931.1,London ,london,Pixel 6,,2025-06-07 06:43:19,4931.1,USD,6,5,7,6,93.63,1,1,3289.38,1870.21,0.88,0.04,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-07 07:09:09 ,user1007,deposit,$2941.77,Leeds ,leeds,Xiaomi Mi 11,,2025-06-07 07:09:09,2941.77,USD,7,5,7,6,0.43,1,1,4611.82,1627.04,-1.03,0.0,1,anomaly,First time using device; Unseen location
2025-06-07 17:08:13 ,user1007,debit,€2574.1,London ,london,None,,2025-06-07 17:08:13,2574.1,EUR,17,5,7,6,9.98,1,1,3776.8,1401.8,-0.86,0.01,1,anomaly,First time using device; Unseen location
2025-06-09 03:44:43 ,user1007,debit,€2163.22,Leeds ,leeds,Nokia 3310,,2025-06-09 03:44:43,2163.22,EUR,3,0,9,6,34.61,1,1,2941.77,1299.85,-0.6,0.01,1,anomaly,First time using device; Unseen location
2025-06-09 22:17:34 ,user1007,deposit,$2647.84,None ,none,Xiaomi Mi 11,,2025-06-09 22:17:34,2647.84,USD,22,0,9,6,18.55,1,1,2757.94,1268.36,-0.09,0.0,1,anomaly,First time using device; Unseen location
2025-06-11 12:02:50 ,user1007,debit,€472.34,Birmingham ,birmingham,Samsung Galaxy S10,,2025-06-11 12:02:50,472.34,EUR,12,2,11,6,37.75,1,1,2647.84,1176.39,-1.85,0.02,1,anomaly,First time using device; Unseen location
2025-06-12 04:19:10,user1007,debit,$4245.82,None,none,Xiaomi Mi 11,,2025-06-12 04:19:10,4245.82,USD,4,3,12,6,7.73,1,1,2574.1,1350.37,1.24,0.0,1,anomaly,First time using device; Unseen location
2025-06-13 13:12:42 ,user1007,transfer,$121.11,Leeds ,leeds,Huawei P30,,2025-06-13 13:12:42,121.11,USD,13,4,13,6,32.68,1,1,2574.1,1395.85,-1.76,0.01,1,anomaly,First time using device; Unseen location
2025-06-13 15:48:36 ,user1007,deposit,€212.46,London ,london,iPhone 13,,2025-06-13 15:48:36,212.46,EUR,15,4,13,6,2.6,1,1,2473.94,1529.43,-1.48,0.0,1,anomaly,First time using device; Unseen location
2025-06-13 22:07:15 ,user1007,cashout,€613.97,Cardiff ,cardiff,Pixel 6,,2025-06-13 22:07:15,613.97,EUR,22,4,13,6,6.31,1,1,2373.78,1597.4,-1.1,0.01,1,anomaly,First time using device; Unseen location
2025-06-16 00:58:52,user1007,cashout,€2016.82,Cardiff,cardiff,None,,2025-06-16 00:58:52,2016.82,EUR,0,0,16,6,50.86,1,1,2268.5,1602.33,-0.16,0.0,1,anomaly,First time using device; Unseen location
2025-06-17 21:24:15,user1007,withdrawal,$2563.02,Birmingham,birmingham,Huawei P30,,2025-06-17 21:24:15,2563.02,USD,21,1,17,6,27.99,1,1,2163.22,1541.69,0.26,0.0,1,anomaly,First time using device; Unseen location
2025-06-23 11:17:52 ,user1007,purchase,€3588.18,Manchester ,manchester,Nokia 3310,,2025-06-23 11:17:52,3588.18,EUR,11,0,23,6,88.77,1,1,2163.22,1458.45,0.98,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-25 23:48:12 ,user1007,cashout,€4530.65,Birmingham ,birmingham,iPhone 13,,2025-06-25 23:48:12,4530.65,EUR,23,2,25,6,59.07,1,1,2163.22,1459.34,1.62,0.01,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-06-29 20:20:50 ,user1007,cashout,€4106.83,Liverpool ,liverpool,Nokia 3310,,2025-06-29 20:20:50,4106.83,EUR,20,6,29,6,81.15,0,1,2090.02,1473.13,1.37,0.03,1,anomaly,Unseen location; Unusual time gap since last txn
2025-07-07 14:30:26 ,user1007,transfer,€1374.48,Liverpool ,liverpool,Samsung Galaxy S10,,2025-07-07 14:30:26,1374.48,EUR,14,0,7,7,19.56,1,1,1966.94,1559.4,-0.38,0.0,1,anomaly,First time using device; Unseen location
2025-07-21 07:16:44,user1007,refund,£75.74,Liverpool,liverpool,Samsung Galaxy S10,,2025-07-21 07:16:44,75.74,GBP,7,0,21,7,149.68,1,1,2016.82,1620.8,-1.2,0.03,1,anomaly,First time using device; Unseen location; Unusual time gap since last txn
2025-07-22 22:59:43 ,user1007,withdrawal,€106.52,Leeds ,leeds,Pixel 6,,2025-07-22 22:59:43,106.52,EUR,22,1,22,7,39.72,1,1,1991.88,1630.42,-1.16,0.01,1,anomaly,First time using device; Unseen location
2025-07-24 12:20:59 ,user1007,debit,$4136.46,Manchester ,manchester,Samsung Galaxy S10,,2025-07-24 12:20:59,4136.46,USD,12,3,24,7,17.85,1,1,1931.87,1600.13,1.38,0.01,1,anomaly,First time using device; Unseen location
2025-07-27 20:27:36,user1007,deposit,$4561.6,Birmingham,birmingham,iPhone 13,,2025-07-27 20:27:36,4561.6,USD,20,6,27,7,26.01,1,1,1991.88,1598.56,1.61,0.0,1,anomaly,First time using device; Unseen location
2025-07-29 15:19:09 ,user1007,purchase,£431.01,Manchester ,manchester,Samsung Galaxy S10,,2025-07-29 15:19:09,431.01,GBP,15,1,29,7,42.86,1,1,2016.82,1623.64,-0.98,0.0,1,anomaly,First time using device; Unseen location
2025-06-03 14:13:43 ,user1008,cashout,£589.43,Manchester ,manchester,None,,2025-06-03 14:13:43,589.43,GBP,14,1,3,6,3.01,1,1,1005.9,1174.43,-0.35,0.0,1,anomaly,First time using device; Unseen location
2025-06-03 19:55:01,user1008,purchase,£374.36,Liverpool,liverpool,Nokia 3310,,2025-06-03 19:55:01,374.36,GBP,19,1,3,6,5.69,1,1,860.32,1053.78,-0.46,0.01,1,anomaly,First time using device; Unseen location
2025-06-04 19:47:43 ,user1008,deposit,€2832.58,None ,none,Xiaomi Mi 11,,2025-06-04 19:47:43,2832.58,EUR,19,2,4,6,9.21,1,1,860.32,900.27,2.19,0.01,1,anomaly,First time using device; Unseen location
2025-06-05 04:16:35,user1008,deposit,€978.79,None,none,Pixel 6,,2025-06-05 04:16:35,978.79,EUR,4,3,5,6,8.48,1,1,882.08,1065.35,0.09,0.01,1,anomaly,First time using device; Unseen location
2025-06-05 16:42:08 ,user1008,top-up,$3556.13,None ,none,Pixel 6,,2025-06-05 16:42:08,3556.13,USD,16,3,5,6,12.43,0,1,903.84,999.04,2.65,0.01,1,anomaly,Unseen location
2025-06-10 11:32:30,user1008,debit,€2020.48,Birmingham,birmingham,Pixel 6,,2025-06-10 11:32:30,2020.48,EUR,11,1,10,6,2.03,1,1,1368.87,1549.59,0.42,0.01,1,anomaly,First time using device; Unseen location
2025-06-11 11:15:25 ,user1008,refund,€858.91,Cardiff ,cardiff,Samsung Galaxy S10,,2025-06-11 11:15:25,858.91,EUR,11,2,11,6,7.14,1,1,1586.25,1489.68,-0.49,0.01,1,anomaly,First time using device; Unseen location
2025-06-13 19:33:32 ,user1008,deposit,£4646.67,Birmingham ,birmingham,Pixel 6,,2025-06-13 19:33:32,4646.67,GBP,19,4,13,6,30.91,1,1,1368.87,1454.36,2.25,0.0,1,anomaly,First time using device; Unseen location
2025-06-15 15:27:42 ,user1008,withdrawal,€1788.25,Liverpool ,liverpool,Samsung Galaxy S10,,2025-06-15 15:27:42,1788.25,EUR,15,6,15,6,43.9,1,1,1586.25,1536.93,0.13,0.02,1,anomaly,First time using device; Unseen location
2025-06-16 18:49:38,user1008,cashout,$3424.54,Birmingham,birmingham,Huawei P30,,2025-06-16 18:49:38,3424.54,USD,18,0,16,6,27.37,1,1,1687.25,1505.96,1.15,0.0,1,anomaly,First time using device; Unseen location
