timestamp,user,type,amount,location,location_norm,device,fields_found,amount_value,anomaly_score,anomaly_label,anomaly_status,explanation
2025-07-02 20:47:24,user1008,refund,£1257.77,Glasgow,glasgow,Huawei P30,,1257.77,0.38,0,Normal,Normal pattern
2025-07-27 15:51:02,user1020,refund,4902.57,Cardiff,cardiff,Samsung Galaxy S10,,4902.57,0.32,0,Normal,Normal pattern
2025-06-14 02:56:06 ,user1043,refund,€71.73,Liverpool ,liverpool,Huawei P30,,71.73,1.01,0,Normal,Normal pattern
2025-06-13 01:12:45 ,user1011,refund,£3487.39,None ,none,iPhone 13,,3487.39,0.87,0,Normal,Normal pattern
2025-06-12 22:14:14 ,user1011,refund,$2347.52,Birmingham ,birmingham,Samsung Galaxy S10,,2347.52,0.81,0,Normal,Normal pattern
2025-06-05 23:34:40,user1079,debit,£571.32,Leeds,leeds,Xiaomi Mi 11,,571.32,0.62,0,Normal,Normal pattern
2025-07-03 21:57:11 ,user1096,withdrawal,€759.48,Cardiff ,cardiff,iPhone 13,,759.48,1.12,0,Normal,Normal pattern
2025-07-02 08:20:16 ,user1093,debit,$4542.61,Leeds ,leeds,Huawei P30,,4542.61,1.01,0,Normal,Normal pattern
2025-06-27 01:59:00,user1008,deposit,£4738.0,Glasgow,glasgow,Huawei P30,,4738.0,0.65,0,Normal,Normal pattern
2025-07-12 08:29:59,user1043,purchase,869.89,Liverpool,liverpool,iPhone 13,,869.89,0.43,0,Normal,Normal pattern
2025-06-13 14:42:29,user1051,debit,£1457.01,Cardiff,cardiff,Pixel 6,,1457.01,0.72,0,Normal,Normal pattern
2025-07-06 22:31:14 ,user1058,debit,£356.83,Cardiff ,cardiff,Nokia 3310,,356.83,1.11,0,Normal,Normal pattern
2025-07-12 10:44:50,user1041,deposit,12,nan,,nan,"['timestamp', 'user', 'type', 'amount']",12.0,0.13,0,Normal,Normal pattern
2025-06-28 22:20:18,user1011,withdrawal,$830.45,Cardiff,cardiff,Xiaomi Mi 11,,830.45,0.74,0,Normal,Normal pattern
2025-07-03 20:35:13,user1072,refund,$3498.97,None,none,Xiaomi Mi 11,,3498.97,0.58,0,Normal,Normal pattern
2025-07-10 09:46:29,user1087,withdrawal,€4447.23,Birmingham,birmingham,None,,4447.23,0.37,0,Normal,Normal pattern
2025-06-08 02:44:07,user1028,deposit,€1145.39,London,london,Nokia 3310,,1145.39,0.5,0,Normal,Normal pattern
2025-06-30 15:12:58,user1089,cashout,30,nan,,nan,"['timestamp', 'user', 'type', 'amount']",30.0,0.07,0,Normal,Normal pattern
2025-06-22 11:53:23,user1013,debit,441.21,Birmingham,birmingham,iPhone 13,,441.21,0.42,0,Normal,Normal pattern
2025-06-22 13:29:45 ,user1031,withdrawal,€3288.64,None ,none,Xiaomi Mi 11,,3288.64,0.95,0,Normal,Normal pattern
2025-06-28 13:15:51 ,user1048,top-up,$3113.55,None ,none,Nokia 3310,,3113.55,1.08,0,Normal,Normal pattern
2025-07-14 07:25:41,user1028,withdrawal,14,nan,,nan,"['timestamp', 'user', 'type', 'amount']",14.0,0.11,0,Normal,Normal pattern
2025-07-06 17:06:51,user1035,withdrawal,£2761.7,Glasgow,glasgow,Nokia 3310,,2761.7,0.58,0,Normal,Normal pattern
2025-07-11 13:23:12,user1027,deposit,£3238.9,None,none,Pixel 6,,3238.9,0.61,0,Normal,Normal pattern
2025-06-02 15:59:28,user1046,transfer,€1918.55,Liverpool,liverpool,Nokia 3310,,1918.55,0.59,0,Normal,Normal pattern
2025-07-27 20:16:34 ,user1005,cashout,€1700.04,Cardiff ,cardiff,Nokia 3310,,1700.04,0.88,0,Normal,Normal pattern
2025-06-05 12:32:35,user1029,refund,05,nan,,nan,"['timestamp', 'user', 'type', 'amount']",5.0,0.08,0,Normal,Normal pattern
2025-07-05 01:37:09,user1040,debit,1726.27,Leeds,leeds,Xiaomi Mi 11,,1726.27,0.62,0,Normal,Normal pattern
2025-06-02 08:27:39,user1048,purchase,2859.42,Leeds,leeds,iPhone 13,,2859.42,0.57,0,Normal,Normal pattern
2025-07-14 04:24:04,user1038,debit,14,nan,,nan,"['timestamp', 'user', 'type', 'amount']",14.0,0.09,0,Normal,Normal pattern
2025-07-10 16:01:13,user1082,withdrawal,€632.11,Birmingham,birmingham,Nokia 3310,,632.11,0.46,0,Normal,Normal pattern
2025-06-29 04:19:16,user1029,deposit,29,nan,,nan,"['timestamp', 'user', 'type', 'amount']",29.0,0.13,0,Normal,Normal pattern
2025-07-20 22:06:28,user1088,transfer,375.07,Birmingham,birmingham,None,,375.07,0.52,0,Normal,Normal pattern
2025-07-20 18:01:06,user1054,withdrawal,£3087.68,Cardiff,cardiff,Samsung Galaxy S10,,3087.68,0.66,0,Normal,Normal pattern
2025-07-13 06:07:32,user1007,deposit,13,nan,,nan,"['timestamp', 'user', 'type', 'amount']",13.0,0.13,0,Normal,Normal pattern
2025-07-22 07:02:09 ,user1055,refund,£4517.22,Birmingham ,birmingham,Nokia 3310,,4517.22,0.94,0,Normal,Normal pattern
2025-06-14 17:47:12,user1010,top-up,1874.83,Glasgow,glasgow,None,,1874.83,0.58,0,Normal,Normal pattern
2025-06-26 08:30:06 ,user1065,transfer,£850.75,Leeds ,leeds,None,,850.75,0.8,0,Normal,Normal pattern
2025-07-02 04:31:41,user1058,transfer,€1161.71,Cardiff,cardiff,Xiaomi Mi 11,,1161.71,0.54,0,Normal,Normal pattern
2025-07-24 23:20:22,user1043,deposit,2209.21,Cardiff,cardiff,Pixel 6,,2209.21,0.68,0,Normal,Normal pattern
2025-06-11 15:14:24,user1083,purchase,$1907.44,Cardiff,cardiff,Pixel 6,,1907.44,0.62,0,Normal,Normal pattern
2025-07-22 14:06:57 ,user1098,purchase,$3035.72,Glasgow ,glasgow,Pixel 6,,3035.72,0.85,0,Normal,Normal pattern
2025-07-21 11:03:55,user1048,refund,€3389.14,Liverpool,liverpool,Pixel 6,,3389.14,0.62,0,Normal,Normal pattern
2025-07-16 11:09:32,user1059,withdrawal,1545.36,London,london,None,,1545.36,0.53,0,Normal,Normal pattern
2025-06-01 19:00:00,user1064,transfer,451.58,Birmingham,birmingham,Pixel 6,,451.58,0.59,0,Normal,Normal pattern
2025-07-11 07:02:48,user1008,transfer,1285.59,Cardiff,cardiff,Pixel 6,,1285.59,0.49,0,Normal,Normal pattern
2025-07-11 02:37:15,user1069,debit,4814.5,Glasgow,glasgow,Nokia 3310,,4814.5,0.73,0,Normal,Normal pattern
2025-07-11 05:36:37,user1028,debit,1843.56,Cardiff,cardiff,None,,1843.56,0.55,0,Normal,Normal pattern
2025-07-17 08:46:01,user1020,purchase,€3238.61,None,none,Pixel 6,,3238.61,0.49,0,Normal,Normal pattern
2025-06-01 23:12:15,user1081,cashout,€2937.11,Liverpool,liverpool,Xiaomi Mi 11,,2937.11,0.51,0,Normal,Normal pattern
2025-07-23 21:34:21,user1050,cashout,4695.33,London,london,Pixel 6,,4695.33,0.57,0,Normal,Normal pattern
2025-06-06 03:51:35,user1093,debit,2224.03,Birmingham,birmingham,iPhone 13,,2224.03,0.42,0,Normal,Normal pattern
2025-06-27 10:35:42,user1003,purchase,3208.88,London,london,iPhone 13,,3208.88,0.57,0,Normal,Normal pattern
2025-06-15 21:30:12,user1033,purchase,15,nan,,nan,"['timestamp', 'user', 'type', 'amount']",15.0,0.07,0,Normal,Normal pattern
2025-07-07 22:10:59,user1020,withdrawal,£1387.1,Liverpool,liverpool,None,,1387.1,0.44,0,Normal,Normal pattern
2025-06-24 03:01:06,user1097,deposit,3305.63,Liverpool,liverpool,iPhone 13,,3305.63,0.7,0,Normal,Normal pattern
2025-07-16 14:14:11,user1010,top-up,79.89,London,london,Samsung Galaxy S10,,79.89,0.52,0,Normal,Normal pattern
2025-07-12 21:06:52,user1068,deposit,3728.58,None,none,Nokia 3310,,3728.58,0.54,0,Normal,Normal pattern
2025-07-30 14:35:19,user1012,debit,3217.06,London,london,Xiaomi Mi 11,,3217.06,0.55,0,Normal,Normal pattern
2025-06-07 00:53:15,user1098,deposit,2451.85,Manchester,manchester,iPhone 13,,2451.85,0.56,0,Normal,Normal pattern
2025-06-17 12:08:53,user1010,debit,$2528.25,Manchester,manchester,Nokia 3310,,2528.25,0.6,0,Normal,Normal pattern
2025-06-04 09:30:01,user1034,cashout,$3648.33,Leeds,leeds,Huawei P30,,3648.33,0.42,0,Normal,Normal pattern
2025-06-24 11:36:21,user1021,transfer,$3434.42,Manchester,manchester,iPhone 13,,3434.42,0.51,0,Normal,Normal pattern
2025-07-03 13:33:45,user1003,cashout,03,nan,,nan,"['timestamp', 'user', 'type', 'amount']",3.0,0.07,0,Normal,Normal pattern
2025-06-03 01:59:17,user1028,withdrawal,€2932.74,Birmingham,birmingham,Pixel 6,,2932.74,0.55,0,Normal,Normal pattern
2025-06-23 04:21:57,user1071,top-up,$4368.16,London,london,Huawei P30,,4368.16,0.67,0,Normal,Normal pattern
2025-06-04 23:46:12,user1068,deposit,€1751.22,Birmingham,birmingham,iPhone 13,,1751.22,0.52,0,Normal,Normal pattern
2025-07-31 09:23:03,user1011,purchase,€4036.3,London,london,None,,4036.3,0.64,0,Normal,Normal pattern
2025-06-02 01:01:20 ,user1017,transfer,$1367.08,Birmingham ,birmingham,Huawei P30,,1367.08,1.07,0,Normal,Normal pattern
2025-06-25 15:47:34 ,user1013,transfer,$2832.04,Manchester ,manchester,Samsung Galaxy S10,,2832.04,0.8,0,Normal,Normal pattern
2025-07-22 05:52:30,user1003,purchase,1881.6,Birmingham,birmingham,Samsung Galaxy S10,,1881.6,0.54,0,Normal,Normal pattern
2025-07-03 02:28:15,user1035,top-up,03,nan,,nan,"['timestamp', 'user', 'type', 'amount']",3.0,0.1,0,Normal,Normal pattern
2025-07-20 04:44:32,user1043,withdrawal,3370.17,None,none,Pixel 6,,3370.17,0.57,0,Normal,Normal pattern
2025-06-21 09:54:20,user1063,debit,2071.5,Manchester,manchester,Huawei P30,,2071.5,0.32,0,Normal,Normal pattern
2025-06-24 05:02:13,user1089,refund,€3391.41,None,none,None,,3391.41,0.66,0,Normal,Normal pattern
2025-07-15 11:53:06 ,user1094,purchase,€1976.92,London ,london,iPhone 13,,1976.92,1.05,0,Normal,Normal pattern
2025-07-21 02:07:20,user1012,purchase,$3836.98,Cardiff,cardiff,Huawei P30,,3836.98,0.63,0,Normal,Normal pattern
2025-07-19 14:37:54,user1000,purchase,2501.81,Birmingham,birmingham,iPhone 13,,2501.81,0.33,0,Normal,Normal pattern
2025-07-17 19:27:25,user1080,withdrawal,2181.66,Manchester,manchester,Nokia 3310,,2181.66,0.55,0,Normal,Normal pattern
2025-07-29 02:25:24,user1096,cashout,€2867.43,Leeds,leeds,Huawei P30,,2867.43,0.42,0,Normal,Normal pattern
2025-06-14 19:11:39,user1081,withdrawal,4831.03,None,none,Nokia 3310,,4831.03,0.59,0,Normal,Normal pattern
2025-07-18 13:32:48,user1077,cashout,4222.58,Leeds,leeds,None,,4222.58,0.43,0,Normal,Normal pattern
2025-07-13 17:46:27,user1068,deposit,1979.44,Birmingham,birmingham,Samsung Galaxy S10,,1979.44,0.71,0,Normal,Normal pattern
2025-07-31 00:04:13,user1012,top-up,€1756.15,Liverpool,liverpool,Samsung Galaxy S10,,1756.15,0.63,0,Normal,Normal pattern
2025-07-07 02:47:26,user1020,refund,€987.16,Liverpool,liverpool,Nokia 3310,,987.16,0.77,0,Normal,Normal pattern
2025-06-22 17:58:58,user1043,debit,2320.3,None,none,Pixel 6,,2320.3,0.52,0,Normal,Normal pattern
2025-07-05 19:05:18,user1059,top-up,£755.64,None,none,Xiaomi Mi 11,,755.64,0.42,0,Normal,Normal pattern
2025-07-07 09:28:17,user1013,withdrawal,$1844.32,Manchester,manchester,Pixel 6,,1844.32,0.61,0,Normal,Normal pattern
2025-06-24 08:47:38 ,user1049,cashout,€2314.1,London ,london,Xiaomi Mi 11,,2314.1,1.0,0,Normal,Normal pattern
2025-07-01 04:57:41,user1046,debit,2507.34,None,none,iPhone 13,,2507.34,0.39,0,Normal,Normal pattern
2025-06-25 00:12:40,user1029,transfer,1820.13,Leeds,leeds,Xiaomi Mi 11,,1820.13,0.57,0,Normal,Normal pattern
2025-06-24 12:01:04,user1082,withdrawal,3946.35,Birmingham,birmingham,iPhone 13,,3946.35,0.47,0,Normal,Normal pattern
2025-07-04 07:44:26,user1071,cashout,€1421.45,Liverpool,liverpool,Huawei P30,,1421.45,0.51,0,Normal,Normal pattern
2025-07-01 08:41:42,user1014,transfer,$4583.82,Leeds,leeds,Samsung Galaxy S10,,4583.82,0.56,0,Normal,Normal pattern
2025-06-20 22:31:18,user1003,cashout,20,nan,,nan,"['timestamp', 'user', 'type', 'amount']",20.0,0.07,0,Normal,Normal pattern
2025-06-09 08:15:24,user1005,top-up,09,nan,,nan,"['timestamp', 'user', 'type', 'amount']",9.0,0.1,0,Normal,Normal pattern
2025-07-27 11:18:47,user1054,deposit,1479.66,London,london,Pixel 6,,1479.66,0.66,0,Normal,Normal pattern
2025-07-23 11:59:22,user1047,transfer,23,nan,,nan,"['timestamp', 'user', 'type', 'amount']",23.0,0.07,0,Normal,Normal pattern
2025-06-22 22:38:18,user1064,debit,$219.42,Glasgow,glasgow,Xiaomi Mi 11,,219.42,0.62,0,Normal,Normal pattern
2025-07-15 00:58:51,user1012,top-up,€3391.86,None,none,Xiaomi Mi 11,,3391.86,0.42,0,Normal,Normal pattern
2025-07-04 04:01:17 ,user1069,cashout,$2515.03,Liverpool ,liverpool,Nokia 3310,,2515.03,0.78,0,Normal,Normal pattern
2025-06-11 05:33:59,user1054,transfer,4365.14,None,none,Nokia 3310,,4365.14,0.68,0,Normal,Normal pattern
2025-07-14 05:51:23,user1046,deposit,€3557.29,Manchester,manchester,Huawei P30,,3557.29,0.57,0,Normal,Normal pattern
2025-06-24 05:36:15,user1019,transfer,1364.68,Liverpool,liverpool,Nokia 3310,,1364.68,0.59,0,Normal,Normal pattern
2025-06-29 08:08:04 ,user1003,purchase,$4083.7,London ,london,Xiaomi Mi 11,,4083.7,1.15,1,Anomaly,Unusual text pattern detected
2025-06-15 05:35:56 ,user1048,top-up,£1179.65,Birmingham ,birmingham,Samsung Galaxy S10,,1179.65,1.15,1,Anomaly,Unusual text pattern detected
2025-07-20 15:06:27,user1081,deposit,20,nan,,nan,"['timestamp', 'user', 'type', 'amount']",20.0,0.13,0,Normal,Normal pattern
2025-07-10 03:51:31,user1040,withdrawal,10,nan,,nan,"['timestamp', 'user', 'type', 'amount']",10.0,0.11,0,Normal,Normal pattern
2025-06-29 17:08:44,user1051,cashout,$556.82,Glasgow,glasgow,Huawei P30,,556.82,0.36,0,Normal,Normal pattern
2025-07-30 11:38:43,user1069,purchase,€2099.71,None,none,iPhone 13,,2099.71,0.49,0,Normal,Normal pattern
2025-06-30 07:06:09,user1058,withdrawal,30,nan,,nan,"['timestamp', 'user', 'type', 'amount']",30.0,0.11,0,Normal,Normal pattern
2025-06-19 11:14:46,user1037,cashout,8.82,Glasgow,glasgow,None,,8.82,0.43,0,Normal,Normal pattern
2025-06-18 02:39:32,user1033,withdrawal,1952.88,London,london,Pixel 6,,1952.88,0.62,0,Normal,Normal pattern
2025-07-22 22:34:47 ,user1021,refund,$3736.84,Manchester ,manchester,Huawei P30,,3736.84,0.85,0,Normal,Normal pattern
2025-07-22 23:13:00 ,user1064,deposit,€3857.74,Birmingham ,birmingham,Samsung Galaxy S10,,3857.74,1.06,0,Normal,Normal pattern
2025-07-06 07:26:21,user1067,transfer,£4057.68,None,none,iPhone 13,,4057.68,0.74,0,Normal,Normal pattern
2025-07-04 09:06:51,user1048,debit,1267.32,Glasgow,glasgow,Huawei P30,,1267.32,0.47,0,Normal,Normal pattern
2025-06-18 15:48:43,user1069,withdrawal,4329.13,Cardiff,cardiff,iPhone 13,,4329.13,0.6,0,Normal,Normal pattern
2025-06-07 21:50:07,user1055,debit,€1837.37,Cardiff,cardiff,Nokia 3310,,1837.37,0.68,0,Normal,Normal pattern
2025-06-24 16:58:13,user1022,cashout,€395.56,Liverpool,liverpool,None,,395.56,0.39,0,Normal,Normal pattern
2025-06-14 15:09:12 ,user1054,cashout,$834.06,Birmingham ,birmingham,Xiaomi Mi 11,,834.06,1.06,0,Normal,Normal pattern
2025-07-11 12:24:57 ,user1022,top-up,$3074.64,Cardiff ,cardiff,Pixel 6,,3074.64,1.0,0,Normal,Normal pattern
2025-07-04 18:58:50,user1027,cashout,04,nan,,nan,"['timestamp', 'user', 'type', 'amount']",4.0,0.07,0,Normal,Normal pattern
2025-06-24 09:13:21,user1076,debit,174.96,Glasgow,glasgow,Nokia 3310,,174.96,0.73,0,Normal,Normal pattern
2025-07-09 09:49:32,user1081,top-up,2220.25,Liverpool,liverpool,None,,2220.25,0.4,0,Normal,Normal pattern
2025-07-13 14:53:36,user1048,top-up,13,nan,,nan,"['timestamp', 'user', 'type', 'amount']",13.0,0.1,0,Normal,Normal pattern
2025-06-05 16:25:48,user1058,cashout,£4567.8,Cardiff,cardiff,Nokia 3310,,4567.8,0.59,0,Normal,Normal pattern
2025-06-20 22:40:52,user1037,refund,4256.96,Liverpool,liverpool,Nokia 3310,,4256.96,0.77,0,Normal,Normal pattern
2025-06-16 21:43:35,user1075,deposit,329.67,None,none,None,,329.67,0.69,0,Normal,Normal pattern
2025-07-02 23:28:40,user1047,cashout,£4116.87,Liverpool,liverpool,Huawei P30,,4116.87,0.51,0,Normal,Normal pattern
2025-06-09 04:19:13 ,user1070,transfer,£3839.14,Leeds ,leeds,None,,3839.14,0.8,0,Normal,Normal pattern
2025-06-18 17:52:45 ,user1028,transfer,£1521.32,Birmingham ,birmingham,Pixel 6,,1521.32,1.12,0,Normal,Normal pattern
2025-06-20 18:46:10,user1005,transfer,20,nan,,nan,"['timestamp', 'user', 'type', 'amount']",20.0,0.07,0,Normal,Normal pattern
2025-06-02 23:31:51 ,user1080,transfer,€856.83,Birmingham ,birmingham,Nokia 3310,,856.83,0.98,0,Normal,Normal pattern
2025-06-14 12:09:28 ,user1017,deposit,€228.26,Cardiff ,cardiff,Pixel 6,,228.26,1.08,0,Normal,Normal pattern
2025-07-01 12:03:10 ,user1011,withdrawal,$791.24,None ,none,Xiaomi Mi 11,,791.24,0.95,0,Normal,Normal pattern
2025-07-23 05:39:35,user1085,transfer,1563.6,Birmingham,birmingham,Pixel 6,,1563.6,0.59,0,Normal,Normal pattern
2025-07-06 19:28:07 ,user1034,transfer,€3803.56,Manchester ,manchester,Huawei P30,,3803.56,0.86,0,Normal,Normal pattern
2025-06-23 05:51:08 ,user1072,deposit,£1338.09,Liverpool ,liverpool,iPhone 13,,1338.09,1.01,0,Normal,Normal pattern
2025-06-11 18:52:52,user1037,cashout,11,nan,,nan,"['timestamp', 'user', 'type', 'amount']",11.0,0.07,0,Normal,Normal pattern
