timestamp,user,type,amount,location,location_norm,device,fields_found,amount_value,prev_location,is_new_location,anomaly_label,anomaly_score,anomaly_status,explanation
2025-06-30 23:11:48,user1000,purchase,1628.71,Manchester,manchester,Pixel 6,,1628.71,Manchester,0,0,0.0,Normal,Rule not triggered
2025-07-01 04:10:24 ,user1000,transfer,€4844.96,Leeds ,leeds,Huawei P30,,4844.96,Manchester,1,1,4844.96,Anomaly,High amount + new location
2025-07-02 07:16:27 ,user1000,transfer,£912.95,Liverpool ,liverpool,Pixel 6,,912.95,Leeds ,1,0,912.95,Normal,Rule not triggered
2025-07-02 11:01:03,user1000,top-up,1536.51,Liverpool,liverpool,iPhone 13,,1536.51,Liverpool ,1,0,1536.51,Normal,Rule not triggered
2025-07-03 12:13:18,user1000,cashout,€4282.02,Birmingham,birmingham,None,,4282.02,Liverpool,1,1,4282.02,Anomaly,High amount + new location
2025-07-04 02:56:15,user1000,top-up,2787.48,Leeds,leeds,iPhone 13,,2787.48,Birmingham,1,0,2787.48,Normal,Rule not triggered
2025-07-04 03:40:31,user1000,deposit,3005.17,Leeds,leeds,Samsung Galaxy S10,,3005.17,Leeds,0,0,0.0,Normal,Rule not triggered
2025-07-04 22:11:46 ,user1000,debit,£4102.31,Liverpool ,liverpool,Nokia 3310,,4102.31,Leeds,1,1,4102.31,Anomaly,High amount + new location
2025-07-05 06:23:09,user1000,top-up,1541.58,Birmingham,birmingham,Xiaomi Mi 11,,1541.58,Liverpool ,1,0,1541.58,Normal,Rule not triggered
2025-07-07 19:23:01,user1000,cashout,07,,,,"['timestamp', 'user', 'type', 'amount']",7.0,Birmingham,1,0,7.0,Normal,Rule not triggered
2025-07-08 04:12:26,user1000,cashout,€3078.95,Birmingham,birmingham,Samsung Galaxy S10,,3078.95,,1,1,3078.95,Anomaly,High amount + new location
2025-07-09 03:32:31,user1000,transfer,09,,,,"['timestamp', 'user', 'type', 'amount']",9.0,Birmingham,1,0,9.0,Normal,Rule not triggered
2025-07-10 01:29:32,user1000,transfer,$319.82,Manchester,manchester,Pixel 6,,319.82,,1,0,319.82,Normal,Rule not triggered
2025-07-11 17:39:34 ,user1000,deposit,$6.43,Manchester ,manchester,Samsung Galaxy S10,,6.43,Manchester,1,0,6.43,Normal,Rule not triggered
2025-07-11 23:58:44 ,user1000,debit,$1008.51,None ,none,Pixel 6,,1008.51,Manchester ,1,0,1008.51,Normal,Rule not triggered
2025-07-12 06:18:49 ,user1000,withdrawal,€3783.21,Manchester ,manchester,None,,3783.21,None ,1,1,3783.21,Anomaly,High amount + new location
2025-07-12 06:56:10 ,user1000,refund,$908.96,Leeds ,leeds,iPhone 13,,908.96,Manchester ,1,0,908.96,Normal,Rule not triggered
2025-07-12 15:22:08 ,user1000,withdrawal,£4686.05,Manchester ,manchester,None,,4686.05,Leeds ,1,1,4686.05,Anomaly,High amount + new location
2025-07-12 17:10:29,user1000,top-up,2763.2,Cardiff,cardiff,Pixel 6,,2763.2,Manchester ,1,0,2763.2,Normal,Rule not triggered
2025-07-16 18:06:18 ,user1000,transfer,$1149.68,Glasgow ,glasgow,iPhone 13,,1149.68,Cardiff,1,0,1149.68,Normal,Rule not triggered
2025-07-16 21:25:30,user1000,top-up,16,,,,"['timestamp', 'user', 'type', 'amount']",16.0,Glasgow ,1,0,16.0,Normal,Rule not triggered
2025-07-18 22:24:48,user1000,refund,18,,,,"['timestamp', 'user', 'type', 'amount']",18.0,,1,0,18.0,Normal,Rule not triggered
2025-07-19 14:37:54,user1000,purchase,2501.81,Birmingham,birmingham,iPhone 13,,2501.81,,1,0,2501.81,Normal,Rule not triggered
2025-07-20 17:23:20,user1000,purchase,£846.74,Leeds,leeds,Huawei P30,,846.74,Birmingham,1,0,846.74,Normal,Rule not triggered
2025-07-21 00:13:34 ,user1000,deposit,$4859.83,Birmingham ,birmingham,Nokia 3310,,4859.83,Leeds,1,1,4859.83,Anomaly,High amount + new location
2025-07-23 11:44:09 ,user1000,transfer,$1522.7,Manchester ,manchester,Xiaomi Mi 11,,1522.7,Birmingham ,1,0,1522.7,Normal,Rule not triggered
2025-07-24 04:18:43,user1000,cashout,€1001.97,None,none,Pixel 6,,1001.97,Manchester ,1,0,1001.97,Normal,Rule not triggered
2025-07-25 02:33:24 ,user1000,withdrawal,£4510.63,Cardiff ,cardiff,iPhone 13,,4510.63,None,1,1,4510.63,Anomaly,High amount + new location
2025-07-26 19:00:33,user1000,withdrawal,26,,,,"['timestamp', 'user', 'type', 'amount']",26.0,Cardiff ,1,0,26.0,Normal,Rule not triggered
2025-07-28 00:26:00,user1000,cashout,1114.48,London,london,Pixel 6,,1114.48,,1,0,1114.48,Normal,Rule not triggered
2025-07-29 07:54:17,user1000,deposit,€1729.38,Manchester,manchester,Samsung Galaxy S10,,1729.38,London,1,0,1729.38,Normal,Rule not triggered
2025-07-30 06:30:13,user1000,top-up,30,,,,"['timestamp', 'user', 'type', 'amount']",30.0,Manchester,1,0,30.0,Normal,Rule not triggered
2025-07-30 14:25:51,user1000,withdrawal,2157.19,Liverpool,liverpool,None,,2157.19,,1,0,2157.19,Normal,Rule not triggered
2025-07-30 19:12:52 ,user1000,top-up,€2600.8,Cardiff ,cardiff,Nokia 3310,,2600.8,Liverpool,1,0,2600.8,Normal,Rule not triggered
2025-07-31 09:41:19,user1000,withdrawal,966.27,Glasgow,glasgow,Xiaomi Mi 11,,966.27,Cardiff ,1,0,966.27,Normal,Rule not triggered
2025-06-01 15:05:41,user1001,cashout,4517.8,Cardiff,cardiff,None,,4517.8,,1,1,4517.8,Anomaly,High amount + new location
2025-06-04 20:07:17,user1001,transfer,761.79,Glasgow,glasgow,None,,761.79,Cardiff,1,0,761.79,Normal,Rule not triggered
2025-06-06 03:54:45 ,user1001,transfer,€209.56,None ,none,Samsung Galaxy S10,,209.56,Glasgow,1,0,209.56,Normal,Rule not triggered
2025-06-07 19:20:03,user1001,transfer,07,,,,"['timestamp', 'user', 'type', 'amount']",7.0,None ,1,0,7.0,Normal,Rule not triggered
2025-06-12 13:28:37,user1001,debit,12,,,,"['timestamp', 'user', 'type', 'amount']",12.0,,1,0,12.0,Normal,Rule not triggered
2025-06-12 19:45:18,user1001,transfer,4214.67,Cardiff,cardiff,Xiaomi Mi 11,,4214.67,,1,1,4214.67,Anomaly,High amount + new location
2025-06-13 12:43:03,user1001,transfer,81.74,Liverpool,liverpool,None,,81.74,Cardiff,1,0,81.74,Normal,Rule not triggered
2025-06-14 06:37:39 ,user1001,purchase,£1413.53,None ,none,Nokia 3310,,1413.53,Liverpool,1,0,1413.53,Normal,Rule not triggered
2025-06-15 11:43:42 ,user1001,deposit,£1381.86,Glasgow ,glasgow,Pixel 6,,1381.86,None ,1,0,1381.86,Normal,Rule not triggered
2025-06-16 09:03:16,user1001,purchase,$2457.73,Liverpool,liverpool,iPhone 13,,2457.73,Glasgow ,1,0,2457.73,Normal,Rule not triggered
2025-06-18 18:38:44 ,user1001,debit,€1537.67,Manchester ,manchester,None,,1537.67,Liverpool,1,0,1537.67,Normal,Rule not triggered
2025-06-18 23:34:17,user1001,transfer,367.3,London,london,Samsung Galaxy S10,,367.3,Manchester ,1,0,367.3,Normal,Rule not triggered
2025-06-19 11:42:25 ,user1001,cashout,€3473.24,Manchester ,manchester,Nokia 3310,,3473.24,London,1,1,3473.24,Anomaly,High amount + new location
2025-06-23 13:46:33,user1001,withdrawal,3532.78,Leeds,leeds,iPhone 13,,3532.78,Manchester ,1,1,3532.78,Anomaly,High amount + new location
2025-06-24 20:54:29,user1001,top-up,920.49,Leeds,leeds,Xiaomi Mi 11,,920.49,Leeds,0,0,0.0,Normal,Rule not triggered
2025-06-26 13:24:25 ,user1001,transfer,€294.21,Manchester ,manchester,Nokia 3310,,294.21,Leeds,1,0,294.21,Normal,Rule not triggered
2025-06-28 04:45:27,user1001,cashout,4660.82,Glasgow,glasgow,Samsung Galaxy S10,,4660.82,Manchester ,1,1,4660.82,Anomaly,High amount + new location
2025-06-28 13:16:19 ,user1001,debit,€146.8,Birmingham ,birmingham,iPhone 13,,146.8,Glasgow,1,0,146.8,Normal,Rule not triggered
2025-06-30 08:43:40,user1001,cashout,£3135.26,Birmingham,birmingham,Samsung Galaxy S10,,3135.26,Birmingham ,1,1,3135.26,Anomaly,High amount + new location
2025-06-30 10:03:04 ,user1001,top-up,£996.37,London ,london,Xiaomi Mi 11,,996.37,Birmingham,1,0,996.37,Normal,Rule not triggered
2025-07-01 03:57:46 ,user1001,withdrawal,€4567.36,Manchester ,manchester,iPhone 13,,4567.36,London ,1,1,4567.36,Anomaly,High amount + new location
2025-07-03 00:03:27,user1001,transfer,€550.01,Birmingham,birmingham,None,,550.01,Manchester ,1,0,550.01,Normal,Rule not triggered
2025-07-07 03:14:10,user1001,deposit,07,,,,"['timestamp', 'user', 'type', 'amount']",7.0,Birmingham,1,0,7.0,Normal,Rule not triggered
2025-07-08 05:38:30,user1001,debit,£1782.83,Cardiff,cardiff,Samsung Galaxy S10,,1782.83,,1,0,1782.83,Normal,Rule not triggered
2025-07-08 05:42:15,user1001,debit,£4465.62,Birmingham,birmingham,Samsung Galaxy S10,,4465.62,Cardiff,1,1,4465.62,Anomaly,High amount + new location
2025-07-08 19:27:27,user1001,cashout,08,,,,"['timestamp', 'user', 'type', 'amount']",8.0,Birmingham,1,0,8.0,Normal,Rule not triggered
2025-07-10 04:51:46,user1001,transfer,975.74,Leeds,leeds,Nokia 3310,,975.74,,1,0,975.74,Normal,Rule not triggered
2025-07-10 07:07:03 ,user1001,debit,€2814.51,Glasgow ,glasgow,Xiaomi Mi 11,,2814.51,Leeds,1,0,2814.51,Normal,Rule not triggered
2025-07-11 13:53:18,user1001,withdrawal,2559.71,Liverpool,liverpool,Samsung Galaxy S10,,2559.71,Glasgow ,1,0,2559.71,Normal,Rule not triggered
2025-07-12 00:14:40 ,user1001,top-up,£3291.24,None ,none,Pixel 6,,3291.24,Liverpool,1,1,3291.24,Anomaly,High amount + new location
2025-07-14 01:35:18,user1001,withdrawal,4677.14,None,none,iPhone 13,,4677.14,None ,1,1,4677.14,Anomaly,High amount + new location
2025-07-18 23:15:34,user1001,debit,289.99,Cardiff,cardiff,iPhone 13,,289.99,None,1,0,289.99,Normal,Rule not triggered
2025-07-19 18:49:52,user1001,purchase,$3695.0,Liverpool,liverpool,Samsung Galaxy S10,,3695.0,Cardiff,1,1,3695.0,Anomaly,High amount + new location
2025-07-25 20:12:40,user1001,deposit,25,,,,"['timestamp', 'user', 'type', 'amount']",25.0,Liverpool,1,0,25.0,Normal,Rule not triggered
2025-07-28 00:20:10,user1001,debit,28,,,,"['timestamp', 'user', 'type', 'amount']",28.0,,1,0,28.0,Normal,Rule not triggered
2025-06-01 15:06:05,user1003,refund,1108.76,Glasgow,glasgow,Huawei P30,,1108.76,,1,0,1108.76,Normal,Rule not triggered
2025-06-02 16:09:58,user1003,top-up,£4352.91,Glasgow,glasgow,Samsung Galaxy S10,,4352.91,Glasgow,0,0,0.0,Normal,Rule not triggered
2025-06-03 00:26:23,user1003,top-up,1252.7,Liverpool,liverpool,iPhone 13,,1252.7,Glasgow,1,0,1252.7,Normal,Rule not triggered
2025-06-03 22:04:19,user1003,deposit,1153.56,Birmingham,birmingham,Nokia 3310,,1153.56,Liverpool,1,0,1153.56,Normal,Rule not triggered
2025-06-04 19:48:16 ,user1003,debit,£388.99,London ,london,Nokia 3310,,388.99,Birmingham,1,0,388.99,Normal,Rule not triggered
2025-06-04 22:06:56,user1003,purchase,£1122.56,None,none,Nokia 3310,,1122.56,London ,1,0,1122.56,Normal,Rule not triggered
2025-06-05 16:17:31 ,user1003,transfer,€2534.01,Manchester ,manchester,Samsung Galaxy S10,,2534.01,None,1,0,2534.01,Normal,Rule not triggered
2025-06-05 21:22:26,user1003,withdrawal,£2589.08,Glasgow,glasgow,None,,2589.08,Manchester ,1,0,2589.08,Normal,Rule not triggered
2025-06-06 02:24:00 ,user1003,debit,£484.33,Birmingham ,birmingham,Samsung Galaxy S10,,484.33,Glasgow,1,0,484.33,Normal,Rule not triggered
2025-06-06 15:25:56,user1003,transfer,$4076.07,Cardiff,cardiff,Samsung Galaxy S10,,4076.07,Birmingham ,1,1,4076.07,Anomaly,High amount + new location
2025-06-07 16:53:53,user1003,top-up,07,,,,"['timestamp', 'user', 'type', 'amount']",7.0,Cardiff,1,0,7.0,Normal,Rule not triggered
2025-06-08 03:45:05,user1003,cashout,388.56,None,none,iPhone 13,,388.56,,1,0,388.56,Normal,Rule not triggered
2025-06-08 13:34:01,user1003,purchase,1272.27,None,none,Samsung Galaxy S10,,1272.27,None,0,0,0.0,Normal,Rule not triggered
2025-06-09 10:29:49,user1003,top-up,09,,,,"['timestamp', 'user', 'type', 'amount']",9.0,None,1,0,9.0,Normal,Rule not triggered
2025-06-10 02:24:33,user1003,purchase,$3450.4,Manchester,manchester,Huawei P30,,3450.4,,1,1,3450.4,Anomaly,High amount + new location
2025-06-10 12:55:44,user1003,purchase,$258.63,London,london,Nokia 3310,,258.63,Manchester,1,0,258.63,Normal,Rule not triggered
2025-06-11 15:31:52,user1003,top-up,£4006.05,Manchester,manchester,Pixel 6,,4006.05,London,1,1,4006.05,Anomaly,High amount + new location
2025-06-12 00:44:26,user1003,purchase,€3454.22,Manchester,manchester,None,,3454.22,Manchester,0,0,0.0,Normal,Rule not triggered
2025-06-12 13:35:47,user1003,top-up,£1127.01,London,london,Nokia 3310,,1127.01,Manchester,1,0,1127.01,Normal,Rule not triggered
2025-06-12 16:50:11 ,user1003,purchase,£2520.52,Manchester ,manchester,Nokia 3310,,2520.52,London,1,0,2520.52,Normal,Rule not triggered
2025-06-12 21:18:46,user1003,cashout,4261.19,Birmingham,birmingham,None,,4261.19,Manchester ,1,1,4261.19,Anomaly,High amount + new location
2025-06-14 01:22:54,user1003,deposit,£717.05,Liverpool,liverpool,Nokia 3310,,717.05,Birmingham,1,0,717.05,Normal,Rule not triggered
2025-06-14 05:45:37,user1003,cashout,€2516.26,Cardiff,cardiff,None,,2516.26,Liverpool,1,0,2516.26,Normal,Rule not triggered
2025-06-14 12:28:41,user1003,transfer,1777.35,Glasgow,glasgow,Huawei P30,,1777.35,Cardiff,1,0,1777.35,Normal,Rule not triggered
2025-06-16 10:43:48,user1003,transfer,£1303.27,Glasgow,glasgow,Huawei P30,,1303.27,Glasgow,0,0,0.0,Normal,Rule not triggered
2025-06-16 16:31:05,user1003,top-up,2110.49,Liverpool,liverpool,None,,2110.49,Glasgow,1,0,2110.49,Normal,Rule not triggered
2025-06-16 21:18:18,user1003,withdrawal,990.46,Birmingham,birmingham,Nokia 3310,,990.46,Liverpool,1,0,990.46,Normal,Rule not triggered
2025-06-17 02:40:30,user1003,transfer,2484.39,None,none,Nokia 3310,,2484.39,Birmingham,1,0,2484.39,Normal,Rule not triggered
2025-06-19 01:28:15,user1003,deposit,19,,,,"['timestamp', 'user', 'type', 'amount']",19.0,None,1,0,19.0,Normal,Rule not triggered
2025-06-19 02:00:54,user1003,transfer,2080.24,Leeds,leeds,iPhone 13,,2080.24,,1,0,2080.24,Normal,Rule not triggered
2025-06-19 20:36:35,user1003,debit,£4462.12,Birmingham,birmingham,Xiaomi Mi 11,,4462.12,Leeds,1,1,4462.12,Anomaly,High amount + new location
2025-06-19 22:26:53,user1003,transfer,4582.9,None,none,Pixel 6,,4582.9,Birmingham,1,1,4582.9,Anomaly,High amount + new location
2025-06-20 03:40:38,user1003,top-up,3069.63,Birmingham,birmingham,iPhone 13,,3069.63,None,1,1,3069.63,Anomaly,High amount + new location
2025-06-20 04:33:38,user1003,debit,4262.97,None,none,Xiaomi Mi 11,,4262.97,Birmingham,1,1,4262.97,Anomaly,High amount + new location
2025-06-20 06:08:01,user1003,deposit,899.68,Liverpool,liverpool,Xiaomi Mi 11,,899.68,None,1,0,899.68,Normal,Rule not triggered
2025-06-20 22:31:18,user1003,cashout,20,,,,"['timestamp', 'user', 'type', 'amount']",20.0,Liverpool,1,0,20.0,Normal,Rule not triggered
2025-06-21 22:58:07,user1003,purchase,4715.45,Leeds,leeds,Xiaomi Mi 11,,4715.45,,1,1,4715.45,Anomaly,High amount + new location
2025-06-22 02:10:15,user1003,purchase,£3666.95,Liverpool,liverpool,None,,3666.95,Leeds,1,1,3666.95,Anomaly,High amount + new location
2025-06-22 03:42:48 ,user1003,refund,$1931.14,None ,none,Nokia 3310,,1931.14,Liverpool,1,0,1931.14,Normal,Rule not triggered
2025-06-22 10:40:02,user1003,deposit,3214.82,None,none,Huawei P30,,3214.82,None ,1,1,3214.82,Anomaly,High amount + new location
2025-06-22 16:54:11,user1003,debit,22,,,,"['timestamp', 'user', 'type', 'amount']",22.0,None,1,0,22.0,Normal,Rule not triggered
2025-06-22 19:15:24,user1003,cashout,2371.69,London,london,Nokia 3310,,2371.69,,1,0,2371.69,Normal,Rule not triggered
2025-06-22 19:22:49,user1003,cashout,22,,,,"['timestamp', 'user', 'type', 'amount']",22.0,London,1,0,22.0,Normal,Rule not triggered
2025-06-22 21:50:40,user1003,refund,£4658.85,Liverpool,liverpool,Huawei P30,,4658.85,,1,1,4658.85,Anomaly,High amount + new location
2025-06-24 12:39:34 ,user1003,refund,$826.55,Liverpool ,liverpool,iPhone 13,,826.55,Liverpool,1,0,826.55,Normal,Rule not triggered
2025-06-24 14:45:08,user1003,top-up,24,,,,"['timestamp', 'user', 'type', 'amount']",24.0,Liverpool ,1,0,24.0,Normal,Rule not triggered
2025-06-25 02:47:00,user1003,transfer,$82.19,Leeds,leeds,None,,82.19,,1,0,82.19,Normal,Rule not triggered
2025-06-27 03:08:58 ,user1003,withdrawal,£2235.64,None ,none,None,,2235.64,Leeds,1,0,2235.64,Normal,Rule not triggered
2025-06-27 10:35:42,user1003,purchase,3208.88,London,london,iPhone 13,,3208.88,None ,1,1,3208.88,Anomaly,High amount + new location
2025-06-28 05:34:26,user1003,cashout,1710.75,Liverpool,liverpool,Samsung Galaxy S10,,1710.75,London,1,0,1710.75,Normal,Rule not triggered
2025-06-29 08:08:04 ,user1003,purchase,$4083.7,London ,london,Xiaomi Mi 11,,4083.7,Liverpool,1,1,4083.7,Anomaly,High amount + new location
2025-06-29 13:56:32,user1003,top-up,4055.22,London,london,Samsung Galaxy S10,,4055.22,London ,1,1,4055.22,Anomaly,High amount + new location
2025-06-30 19:54:08 ,user1003,transfer,€758.7,Liverpool ,liverpool,Pixel 6,,758.7,London,1,0,758.7,Normal,Rule not triggered
2025-07-01 10:07:36,user1003,withdrawal,3347.87,Cardiff,cardiff,Samsung Galaxy S10,,3347.87,Liverpool ,1,1,3347.87,Anomaly,High amount + new location
2025-07-01 16:46:32 ,user1003,debit,€2643.56,Cardiff ,cardiff,Huawei P30,,2643.56,Cardiff,1,0,2643.56,Normal,Rule not triggered
2025-07-01 23:18:03 ,user1003,cashout,€2180.12,Leeds ,leeds,Pixel 6,,2180.12,Cardiff ,1,0,2180.12,Normal,Rule not triggered
2025-07-02 00:14:38,user1003,deposit,02,,,,"['timestamp', 'user', 'type', 'amount']",2.0,Leeds ,1,0,2.0,Normal,Rule not triggered
2025-07-02 04:36:47,user1003,cashout,2625.28,Cardiff,cardiff,Pixel 6,,2625.28,,1,0,2625.28,Normal,Rule not triggered
2025-07-02 17:13:49,user1003,deposit,02,,,,"['timestamp', 'user', 'type', 'amount']",2.0,Cardiff,1,0,2.0,Normal,Rule not triggered
2025-07-03 01:05:41 ,user1003,withdrawal,£2108.99,Birmingham ,birmingham,Nokia 3310,,2108.99,,1,0,2108.99,Normal,Rule not triggered
2025-07-03 13:33:45,user1003,cashout,03,,,,"['timestamp', 'user', 'type', 'amount']",3.0,Birmingham ,1,0,3.0,Normal,Rule not triggered
2025-07-03 22:38:56,user1003,debit,€2099.55,Glasgow,glasgow,Samsung Galaxy S10,,2099.55,,1,0,2099.55,Normal,Rule not triggered
2025-07-06 11:43:43,user1003,deposit,€3811.85,Manchester,manchester,Pixel 6,,3811.85,Glasgow,1,1,3811.85,Anomaly,High amount + new location
2025-07-07 06:54:45,user1003,refund,$2871.27,Glasgow,glasgow,Pixel 6,,2871.27,Manchester,1,0,2871.27,Normal,Rule not triggered
2025-07-07 16:44:52,user1003,top-up,07,,,,"['timestamp', 'user', 'type', 'amount']",7.0,Glasgow,1,0,7.0,Normal,Rule not triggered
2025-07-08 02:56:32,user1003,deposit,$2666.88,Leeds,leeds,Samsung Galaxy S10,,2666.88,,1,0,2666.88,Normal,Rule not triggered
2025-07-08 12:07:41,user1003,withdrawal,£1559.89,Glasgow,glasgow,Pixel 6,,1559.89,Leeds,1,0,1559.89,Normal,Rule not triggered
2025-07-09 00:25:25,user1003,withdrawal,£2543.35,Leeds,leeds,Nokia 3310,,2543.35,Glasgow,1,0,2543.35,Normal,Rule not triggered
2025-07-09 03:25:12,user1003,purchase,09,,,,"['timestamp', 'user', 'type', 'amount']",9.0,Leeds,1,0,9.0,Normal,Rule not triggered
2025-07-09 03:42:35,user1003,refund,09,,,,"['timestamp', 'user', 'type', 'amount']",9.0,,1,0,9.0,Normal,Rule not triggered
2025-07-10 09:02:11,user1003,purchase,€2700.59,None,none,Samsung Galaxy S10,,2700.59,,1,0,2700.59,Normal,Rule not triggered
2025-07-10 20:29:16,user1003,cashout,£3342.45,Liverpool,liverpool,Nokia 3310,,3342.45,None,1,1,3342.45,Anomaly,High amount + new location
2025-07-11 00:08:22,user1003,purchase,2160.25,Liverpool,liverpool,Samsung Galaxy S10,,2160.25,Liverpool,0,0,0.0,Normal,Rule not triggered
2025-07-11 21:42:51,user1003,deposit,$276.82,Glasgow,glasgow,Huawei P30,,276.82,Liverpool,1,0,276.82,Normal,Rule not triggered
2025-07-11 22:16:39,user1003,top-up,£300.91,Manchester,manchester,None,,300.91,Glasgow,1,0,300.91,Normal,Rule not triggered
